Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
719	6.0000	1.1940	1.1721
720	3.0000	0.5970	0.5861
721	7.0000	1.3930	1.3675
722	6.0000	1.1940	1.1721
723	3.0000	0.5970	0.5861
724	5.0000	0.9950	0.9768
725	4.0000	0.7960	0.7814
726	4.0000	0.7960	0.7814
727	7.0000	1.3930	1.3675
728	4.0000	0.7960	0.7814
729	6.0000	1.1940	1.1721
730	7.0000	1.3930	1.3675
731	3.0000	0.5970	0.5861
732	5.0000	0.9950	0.9768
733	7.0000	1.3930	1.3675
734	3.0000	0.5970	0.5861
735	5.0000	0.9950	0.9768
736	6.0000	1.1940	1.1721
737	7.0000	1.3930	1.3675
738	7.0000	1.3930	1.3675
739	7.0000	1.3930	1.3675
740	6.0000	1.1940	1.1721
741	3.0000	0.5970	0.5861
742	3.0000	0.5970	0.5861
743	5.0000	0.9950	0.9768
744	7.0000	1.3930	1.3675
745	5.0000	0.9950	0.9768
746	0.0000	0.0000	0.0000
747	4.0000	0.7960	0.7814
748	7.0000	1.3930	1.3675
749	3.0000	0.5970	0.5861
750	6.0000	1.1940	1.1721
751	7.0000	1.3930	1.3675
752	3.0000	0.5970	0.5861
753	3.0000	0.5970	0.5861
754	3.0000	0.5970	0.5861
755	6.0000	1.1940	1.1721
756	7.0000	1.3930	1.3675
757	6.0000	1.1940	1.1721
758	3.0000	0.5970	0.5861
759	3.0000	0.5970	0.5861
760	7.0000	1.3930	1.3675
761	6.0000	1.1940	1.1721
762	7.0000	1.3930	1.3675
763	7.0000	1.3930	1.3675
764	4.0000	0.7960	0.7814
765	3.0000	0.5970	0.5861
766	7.0000	1.3930	1.3675
767	4.0000	0.7960	0.7814
768	3.0000	0.5970	0.5861
769	3.0000	0.5970	0.5861
770	6.0000	1.1940	1.1721
771	3.0000	0.5970	0.5861
772	3.0000	0.5970	0.5861
773	5.0000	0.9950	0.9768
774	5.0000	0.9950	0.9768
775	3.0000	0.5970	0.5861
776	5.0000	0.9950	0.9768
777	5.0000	0.9950	0.9768
778	6.0000	1.1940	1.1721
779	3.0000	0.5970	0.5861
780	3.0000	0.5970	0.5861
781	7.0000	1.3930	1.3675
782	4.0000	0.7960	0.7814
783	5.0000	0.9950	0.9768
784	7.0000	1.3930	1.3675
785	4.0000	0.7960	0.7814
786	6.0000	1.1940	1.1721
787	6.0000	1.1940	1.1721
788	3.0000	0.5970	0.5861
789	7.0000	1.3930	1.3675
790	3.0000	0.5970	0.5861
791	6.0000	1.1940	1.1721
792	7.0000	1.3930	1.3675
793	0.0000	0.0000	0.0000
794	5.0000	0.9950	0.9768
795	3.0000	0.5970	0.5861
796	3.0000	0.5970	0.5861
797	7.0000	1.3930	1.3675
798	7.0000	1.3930	1.3675
799	4.0000	0.7960	0.7814
800	5.0000	0.9950	0.9768
801	5.0000	0.9950	0.9768
802	3.0000	0.5970	0.5861
803	0.0000	0.0000	0.0000
804	6.0000	1.1940	1.1721
805	7.0000	1.3930	1.3675
806	3.0000	0.5970	0.5861
807	7.0000	1.3930	1.3675
