Tree	MatchingSplit	MatchingSplit_toYuleAvg	MatchingSplit_toUnifAvg
327	12.0000	1.1223	1.0953
328	12.0000	1.1223	1.0953
329	12.0000	1.1223	1.0953
330	8.0000	0.7482	0.7302
331	14.0000	1.3094	1.2778
332	10.0000	0.9353	0.9127
333	9.0000	0.8418	0.8215
334	14.0000	1.3094	1.2778
335	12.0000	1.1223	1.0953
336	14.0000	1.3094	1.2778
337	12.0000	1.1223	1.0953
338	10.0000	0.9353	0.9127
339	11.0000	1.0288	1.0040
340	13.0000	1.2159	1.1866
341	10.0000	0.9353	0.9127
342	10.0000	0.9353	0.9127
343	8.0000	0.7482	0.7302
344	12.0000	1.1223	1.0953
345	12.0000	1.1223	1.0953
346	13.0000	1.2159	1.1866
347	12.0000	1.1223	1.0953
348	12.0000	1.1223	1.0953
349	8.0000	0.7482	0.7302
350	11.0000	1.0288	1.0040
351	8.0000	0.7482	0.7302
352	9.0000	0.8418	0.8215
353	10.0000	0.9353	0.9127
354	11.0000	1.0288	1.0040
355	12.0000	1.1223	1.0953
356	14.0000	1.3094	1.2778
357	14.0000	1.3094	1.2778
358	8.0000	0.7482	0.7302
359	8.0000	0.7482	0.7302
360	12.0000	1.1223	1.0953
361	14.0000	1.3094	1.2778
362	12.0000	1.1223	1.0953
363	6.0000	0.5612	0.5476
364	12.0000	1.1223	1.0953
365	14.0000	1.3094	1.2778
366	10.0000	0.9353	0.9127
367	13.0000	1.2159	1.1866
368	14.0000	1.3094	1.2778
369	10.0000	0.9353	0.9127
370	10.0000	0.9353	0.9127
371	14.0000	1.3094	1.2778
372	8.0000	0.7482	0.7302
373	14.0000	1.3094	1.2778
374	10.0000	0.9353	0.9127
375	12.0000	1.1223	1.0953
376	12.0000	1.1223	1.0953
377	10.0000	0.9353	0.9127
378	10.0000	0.9353	0.9127
379	12.0000	1.1223	1.0953
380	11.0000	1.0288	1.0040
381	11.0000	1.0288	1.0040
382	12.0000	1.1223	1.0953
383	5.0000	0.4676	0.4564
384	12.0000	1.1223	1.0953
385	8.0000	0.7482	0.7302
386	13.0000	1.2159	1.1866
387	8.0000	0.7482	0.7302
388	12.0000	1.1223	1.0953
389	12.0000	1.1223	1.0953
390	10.0000	0.9353	0.9127
391	13.0000	1.2159	1.1866
392	11.0000	1.0288	1.0040
393	10.0000	0.9353	0.9127
394	12.0000	1.1223	1.0953
395	12.0000	1.1223	1.0953
396	12.0000	1.1223	1.0953
397	10.0000	0.9353	0.9127
398	12.0000	1.1223	1.0953
399	14.0000	1.3094	1.2778
400	12.0000	1.1223	1.0953
401	10.0000	0.9353	0.9127
402	12.0000	1.1223	1.0953
403	12.0000	1.1223	1.0953
404	11.0000	1.0288	1.0040
405	10.0000	0.9353	0.9127
406	12.0000	1.1223	1.0953
407	12.0000	1.1223	1.0953
408	12.0000	1.1223	1.0953
409	12.0000	1.1223	1.0953
410	13.0000	1.2159	1.1866
411	10.0000	0.9353	0.9127
412	12.0000	1.1223	1.0953
413	12.0000	1.1223	1.0953
414	11.0000	1.0288	1.0040
415	6.0000	0.5612	0.5476
416	13.0000	1.2159	1.1866
417	8.0000	0.7482	0.7302
418	14.0000	1.3094	1.2778
419	13.0000	1.2159	1.1866
420	12.0000	1.1223	1.0953
421	12.0000	1.1223	1.0953
422	10.0000	0.9353	0.9127
423	8.0000	0.7482	0.7302
424	8.0000	0.7482	0.7302
425	13.0000	1.2159	1.1866
426	4.0000	0.3741	0.3651
427	10.0000	0.9353	0.9127
428	10.0000	0.9353	0.9127
429	8.0000	0.7482	0.7302
430	12.0000	1.1223	1.0953
431	12.0000	1.1223	1.0953
432	12.0000	1.1223	1.0953
433	11.0000	1.0288	1.0040
434	10.0000	0.9353	0.9127
435	12.0000	1.1223	1.0953
436	9.0000	0.8418	0.8215
437	12.0000	1.1223	1.0953
438	12.0000	1.1223	1.0953
439	8.0000	0.7482	0.7302
440	13.0000	1.2159	1.1866
441	12.0000	1.1223	1.0953
442	12.0000	1.1223	1.0953
443	12.0000	1.1223	1.0953
444	10.0000	0.9353	0.9127
445	8.0000	0.7482	0.7302
446	10.0000	0.9353	0.9127
447	12.0000	1.1223	1.0953
448	10.0000	0.9353	0.9127
449	2.0000	0.1871	0.1825
450	12.0000	1.1223	1.0953
451	13.0000	1.2159	1.1866
452	12.0000	1.1223	1.0953
453	11.0000	1.0288	1.0040
454	13.0000	1.2159	1.1866
455	8.0000	0.7482	0.7302
456	12.0000	1.1223	1.0953
457	10.0000	0.9353	0.9127
458	10.0000	0.9353	0.9127
459	12.0000	1.1223	1.0953
460	10.0000	0.9353	0.9127
461	12.0000	1.1223	1.0953
462	12.0000	1.1223	1.0953
463	8.0000	0.7482	0.7302
464	10.0000	0.9353	0.9127
465	13.0000	1.2159	1.1866
466	10.0000	0.9353	0.9127
467	8.0000	0.7482	0.7302
468	12.0000	1.1223	1.0953
469	12.0000	1.1223	1.0953
470	13.0000	1.2159	1.1866
471	14.0000	1.3094	1.2778
472	14.0000	1.3094	1.2778
473	9.0000	0.8418	0.8215
474	11.0000	1.0288	1.0040
475	12.0000	1.1223	1.0953
476	12.0000	1.1223	1.0953
477	10.0000	0.9353	0.9127
478	12.0000	1.1223	1.0953
479	7.0000	0.6547	0.6389
480	11.0000	1.0288	1.0040
481	8.0000	0.7482	0.7302
482	12.0000	1.1223	1.0953
483	9.0000	0.8418	0.8215
484	10.0000	0.9353	0.9127
485	14.0000	1.3094	1.2778
486	8.0000	0.7482	0.7302
487	12.0000	1.1223	1.0953
488	13.0000	1.2159	1.1866
489	8.0000	0.7482	0.7302
490	12.0000	1.1223	1.0953
491	10.0000	0.9353	0.9127
492	10.0000	0.9353	0.9127
493	13.0000	1.2159	1.1866
494	13.0000	1.2159	1.1866
495	8.0000	0.7482	0.7302
496	14.0000	1.3094	1.2778
497	13.0000	1.2159	1.1866
498	8.0000	0.7482	0.7302
499	8.0000	0.7482	0.7302
500	8.0000	0.7482	0.7302
501	10.0000	0.9353	0.9127
502	10.0000	0.9353	0.9127
503	8.0000	0.7482	0.7302
504	13.0000	1.2159	1.1866
505	8.0000	0.7482	0.7302
506	6.0000	0.5612	0.5476
507	12.0000	1.1223	1.0953
508	11.0000	1.0288	1.0040
509	12.0000	1.1223	1.0953
510	8.0000	0.7482	0.7302
511	11.0000	1.0288	1.0040
512	11.0000	1.0288	1.0040
513	10.0000	0.9353	0.9127
514	12.0000	1.1223	1.0953
515	14.0000	1.3094	1.2778
516	10.0000	0.9353	0.9127
517	10.0000	0.9353	0.9127
518	16.0000	1.4964	1.4604
519	11.0000	1.0288	1.0040
520	10.0000	0.9353	0.9127
521	14.0000	1.3094	1.2778
522	8.0000	0.7482	0.7302
523	14.0000	1.3094	1.2778
524	12.0000	1.1223	1.0953
525	14.0000	1.3094	1.2778
526	10.0000	0.9353	0.9127
527	12.0000	1.1223	1.0953
528	10.0000	0.9353	0.9127
529	7.0000	0.6547	0.6389
530	12.0000	1.1223	1.0953
531	13.0000	1.2159	1.1866
532	14.0000	1.3094	1.2778
533	13.0000	1.2159	1.1866
534	10.0000	0.9353	0.9127
535	12.0000	1.1223	1.0953
536	13.0000	1.2159	1.1866
537	12.0000	1.1223	1.0953
538	5.0000	0.4676	0.4564
539	11.0000	1.0288	1.0040
540	11.0000	1.0288	1.0040
541	9.0000	0.8418	0.8215
542	12.0000	1.1223	1.0953
543	13.0000	1.2159	1.1866
544	7.0000	0.6547	0.6389
545	10.0000	0.9353	0.9127
546	12.0000	1.1223	1.0953
547	12.0000	1.1223	1.0953
548	9.0000	0.8418	0.8215
549	8.0000	0.7482	0.7302
550	13.0000	1.2159	1.1866
551	8.0000	0.7482	0.7302
552	14.0000	1.3094	1.2778
553	10.0000	0.9353	0.9127
554	10.0000	0.9353	0.9127
555	10.0000	0.9353	0.9127
556	12.0000	1.1223	1.0953
557	14.0000	1.3094	1.2778
558	12.0000	1.1223	1.0953
559	8.0000	0.7482	0.7302
560	8.0000	0.7482	0.7302
561	10.0000	0.9353	0.9127
562	8.0000	0.7482	0.7302
563	12.0000	1.1223	1.0953
564	12.0000	1.1223	1.0953
565	11.0000	1.0288	1.0040
566	11.0000	1.0288	1.0040
567	11.0000	1.0288	1.0040
568	6.0000	0.5612	0.5476
569	14.0000	1.3094	1.2778
570	12.0000	1.1223	1.0953
571	12.0000	1.1223	1.0953
572	10.0000	0.9353	0.9127
573	10.0000	0.9353	0.9127
574	14.0000	1.3094	1.2778
575	10.0000	0.9353	0.9127
576	12.0000	1.1223	1.0953
577	12.0000	1.1223	1.0953
578	11.0000	1.0288	1.0040
579	14.0000	1.3094	1.2778
580	9.0000	0.8418	0.8215
581	13.0000	1.2159	1.1866
582	11.0000	1.0288	1.0040
583	11.0000	1.0288	1.0040
584	7.0000	0.6547	0.6389
585	13.0000	1.2159	1.1866
586	13.0000	1.2159	1.1866
587	11.0000	1.0288	1.0040
588	12.0000	1.1223	1.0953
589	12.0000	1.1223	1.0953
590	10.0000	0.9353	0.9127
591	12.0000	1.1223	1.0953
592	12.0000	1.1223	1.0953
593	10.0000	0.9353	0.9127
594	12.0000	1.1223	1.0953
595	12.0000	1.1223	1.0953
596	13.0000	1.2159	1.1866
597	10.0000	0.9353	0.9127
598	13.0000	1.2159	1.1866
599	12.0000	1.1223	1.0953
600	10.0000	0.9353	0.9127
601	9.0000	0.8418	0.8215
602	12.0000	1.1223	1.0953
603	12.0000	1.1223	1.0953
604	16.0000	1.4964	1.4604
605	13.0000	1.2159	1.1866
606	10.0000	0.9353	0.9127
607	8.0000	0.7482	0.7302
608	8.0000	0.7482	0.7302
609	9.0000	0.8418	0.8215
610	11.0000	1.0288	1.0040
611	8.0000	0.7482	0.7302
612	14.0000	1.3094	1.2778
613	12.0000	1.1223	1.0953
614	9.0000	0.8418	0.8215
615	6.0000	0.5612	0.5476
616	10.0000	0.9353	0.9127
617	8.0000	0.7482	0.7302
618	11.0000	1.0288	1.0040
619	11.0000	1.0288	1.0040
620	11.0000	1.0288	1.0040
621	14.0000	1.3094	1.2778
622	8.0000	0.7482	0.7302
623	7.0000	0.6547	0.6389
624	14.0000	1.3094	1.2778
625	10.0000	0.9353	0.9127
626	10.0000	0.9353	0.9127
627	12.0000	1.1223	1.0953
628	9.0000	0.8418	0.8215
629	12.0000	1.1223	1.0953
630	8.0000	0.7482	0.7302
631	7.0000	0.6547	0.6389
632	10.0000	0.9353	0.9127
633	12.0000	1.1223	1.0953
634	13.0000	1.2159	1.1866
635	12.0000	1.1223	1.0953
636	13.0000	1.2159	1.1866
637	11.0000	1.0288	1.0040
638	11.0000	1.0288	1.0040
639	10.0000	0.9353	0.9127
640	9.0000	0.8418	0.8215
641	12.0000	1.1223	1.0953
642	11.0000	1.0288	1.0040
643	12.0000	1.1223	1.0953
644	13.0000	1.2159	1.1866
645	11.0000	1.0288	1.0040
646	9.0000	0.8418	0.8215
647	14.0000	1.3094	1.2778
648	10.0000	0.9353	0.9127
649	8.0000	0.7482	0.7302
650	12.0000	1.1223	1.0953
651	12.0000	1.1223	1.0953
652	10.0000	0.9353	0.9127
653	14.0000	1.3094	1.2778
654	9.0000	0.8418	0.8215
655	9.0000	0.8418	0.8215
656	13.0000	1.2159	1.1866
657	13.0000	1.2159	1.1866
658	9.0000	0.8418	0.8215
659	12.0000	1.1223	1.0953
660	13.0000	1.2159	1.1866
661	10.0000	0.9353	0.9127
662	11.0000	1.0288	1.0040
663	11.0000	1.0288	1.0040
664	12.0000	1.1223	1.0953
665	11.0000	1.0288	1.0040
666	6.0000	0.5612	0.5476
667	7.0000	0.6547	0.6389
668	12.0000	1.1223	1.0953
669	10.0000	0.9353	0.9127
670	14.0000	1.3094	1.2778
671	12.0000	1.1223	1.0953
672	12.0000	1.1223	1.0953
673	12.0000	1.1223	1.0953
674	12.0000	1.1223	1.0953
675	13.0000	1.2159	1.1866
676	12.0000	1.1223	1.0953
677	12.0000	1.1223	1.0953
678	13.0000	1.2159	1.1866
679	12.0000	1.1223	1.0953
680	11.0000	1.0288	1.0040
681	15.0000	1.4029	1.3691
682	9.0000	0.8418	0.8215
683	12.0000	1.1223	1.0953
684	10.0000	0.9353	0.9127
685	12.0000	1.1223	1.0953
686	6.0000	0.5612	0.5476
687	12.0000	1.1223	1.0953
688	10.0000	0.9353	0.9127
689	12.0000	1.1223	1.0953
690	10.0000	0.9353	0.9127
691	12.0000	1.1223	1.0953
692	12.0000	1.1223	1.0953
693	10.0000	0.9353	0.9127
694	12.0000	1.1223	1.0953
695	10.0000	0.9353	0.9127
696	7.0000	0.6547	0.6389
697	13.0000	1.2159	1.1866
698	12.0000	1.1223	1.0953
699	12.0000	1.1223	1.0953
700	13.0000	1.2159	1.1866
701	12.0000	1.1223	1.0953
702	14.0000	1.3094	1.2778
703	14.0000	1.3094	1.2778
704	10.0000	0.9353	0.9127
705	11.0000	1.0288	1.0040
706	11.0000	1.0288	1.0040
707	10.0000	0.9353	0.9127
708	13.0000	1.2159	1.1866
709	14.0000	1.3094	1.2778
710	8.0000	0.7482	0.7302
711	13.0000	1.2159	1.1866
712	14.0000	1.3094	1.2778
713	14.0000	1.3094	1.2778
714	10.0000	0.9353	0.9127
715	14.0000	1.3094	1.2778
716	14.0000	1.3094	1.2778
717	11.0000	1.0288	1.0040
718	12.0000	1.1223	1.0953
719	10.0000	0.9353	0.9127
720	10.0000	0.9353	0.9127
721	11.0000	1.0288	1.0040
722	10.0000	0.9353	0.9127
723	14.0000	1.3094	1.2778
724	13.0000	1.2159	1.1866
725	8.0000	0.7482	0.7302
726	14.0000	1.3094	1.2778
727	14.0000	1.3094	1.2778
728	12.0000	1.1223	1.0953
729	13.0000	1.2159	1.1866
730	12.0000	1.1223	1.0953
731	14.0000	1.3094	1.2778
732	11.0000	1.0288	1.0040
733	14.0000	1.3094	1.2778
734	8.0000	0.7482	0.7302
735	13.0000	1.2159	1.1866
736	12.0000	1.1223	1.0953
737	6.0000	0.5612	0.5476
738	12.0000	1.1223	1.0953
739	13.0000	1.2159	1.1866
740	12.0000	1.1223	1.0953
741	13.0000	1.2159	1.1866
742	12.0000	1.1223	1.0953
743	8.0000	0.7482	0.7302
744	14.0000	1.3094	1.2778
745	14.0000	1.3094	1.2778
746	11.0000	1.0288	1.0040
747	8.0000	0.7482	0.7302
748	10.0000	0.9353	0.9127
749	11.0000	1.0288	1.0040
750	11.0000	1.0288	1.0040
751	6.0000	0.5612	0.5476
752	14.0000	1.3094	1.2778
753	10.0000	0.9353	0.9127
754	12.0000	1.1223	1.0953
755	10.0000	0.9353	0.9127
756	14.0000	1.3094	1.2778
757	11.0000	1.0288	1.0040
758	10.0000	0.9353	0.9127
759	8.0000	0.7482	0.7302
760	11.0000	1.0288	1.0040
761	12.0000	1.1223	1.0953
762	11.0000	1.0288	1.0040
763	11.0000	1.0288	1.0040
764	12.0000	1.1223	1.0953
765	9.0000	0.8418	0.8215
766	12.0000	1.1223	1.0953
767	13.0000	1.2159	1.1866
768	15.0000	1.4029	1.3691
769	12.0000	1.1223	1.0953
770	12.0000	1.1223	1.0953
771	12.0000	1.1223	1.0953
772	10.0000	0.9353	0.9127
773	14.0000	1.3094	1.2778
774	12.0000	1.1223	1.0953
775	9.0000	0.8418	0.8215
