Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
1923	2.0000	0.7740	0.7590
1924	2.0000	0.7740	0.7590
1925	2.0000	0.7740	0.7590
1926	3.0000	1.1610	1.1385
1927	2.0000	0.7740	0.7590
1928	1.0000	0.3870	0.3795
1929	2.0000	0.7740	0.7590
1930	3.0000	1.1610	1.1385
1931	2.0000	0.7740	0.7590
1932	2.0000	0.7740	0.7590
1933	3.0000	1.1610	1.1385
1934	1.0000	0.3870	0.3795
1935	3.0000	1.1610	1.1385
1936	3.0000	1.1610	1.1385
1937	2.0000	0.7740	0.7590
1938	2.0000	0.7740	0.7590
1939	1.0000	0.3870	0.3795
1940	3.0000	1.1610	1.1385
1941	3.0000	1.1610	1.1385
1942	3.0000	1.1610	1.1385
1943	2.0000	0.7740	0.7590
1944	3.0000	1.1610	1.1385
1945	1.0000	0.3870	0.3795
1946	3.0000	1.1610	1.1385
1947	3.0000	1.1610	1.1385
1948	3.0000	1.1610	1.1385
1949	3.0000	1.1610	1.1385
1950	3.0000	1.1610	1.1385
1951	2.0000	0.7740	0.7590
1952	3.0000	1.1610	1.1385
1953	2.0000	0.7740	0.7590
1954	2.0000	0.7740	0.7590
1955	2.0000	0.7740	0.7590
1956	3.0000	1.1610	1.1385
1957	3.0000	1.1610	1.1385
1958	3.0000	1.1610	1.1385
1959	3.0000	1.1610	1.1385
1960	3.0000	1.1610	1.1385
1961	3.0000	1.1610	1.1385
1962	2.0000	0.7740	0.7590
1963	3.0000	1.1610	1.1385
1964	1.0000	0.3870	0.3795
1965	3.0000	1.1610	1.1385
1966	3.0000	1.1610	1.1385
1967	3.0000	1.1610	1.1385
1968	2.0000	0.7740	0.7590
1969	2.0000	0.7740	0.7590
1970	3.0000	1.1610	1.1385
1971	3.0000	1.1610	1.1385
1972	3.0000	1.1610	1.1385
1973	2.0000	0.7740	0.7590
1974	2.0000	0.7740	0.7590
1975	2.0000	0.7740	0.7590
1976	3.0000	1.1610	1.1385
1977	3.0000	1.1610	1.1385
1978	2.0000	0.7740	0.7590
1979	1.0000	0.3870	0.3795
1980	3.0000	1.1610	1.1385
1981	3.0000	1.1610	1.1385
1982	2.0000	0.7740	0.7590
1983	3.0000	1.1610	1.1385
1984	3.0000	1.1610	1.1385
1985	3.0000	1.1610	1.1385
1986	3.0000	1.1610	1.1385
1987	2.0000	0.7740	0.7590
1988	1.0000	0.3870	0.3795
1989	3.0000	1.1610	1.1385
1990	2.0000	0.7740	0.7590
1991	3.0000	1.1610	1.1385
1992	2.0000	0.7740	0.7590
1993	3.0000	1.1610	1.1385
1994	3.0000	1.1610	1.1385
1995	3.0000	1.1610	1.1385
1996	2.0000	0.7740	0.7590
1997	2.0000	0.7740	0.7590
1998	2.0000	0.7740	0.7590
1999	3.0000	1.1610	1.1385
2000	2.0000	0.7740	0.7590
2001	3.0000	1.1610	1.1385
2002	3.0000	1.1610	1.1385
2003	3.0000	1.1610	1.1385
2004	3.0000	1.1610	1.1385
2005	2.0000	0.7740	0.7590
2006	2.0000	0.7740	0.7590
2007	3.0000	1.1610	1.1385
2008	3.0000	1.1610	1.1385
2009	1.0000	0.3870	0.3795
2010	3.0000	1.1610	1.1385
2011	3.0000	1.1610	1.1385
2012	2.0000	0.7740	0.7590
2013	3.0000	1.1610	1.1385
2014	3.0000	1.1610	1.1385
2015	3.0000	1.1610	1.1385
2016	2.0000	0.7740	0.7590
2017	3.0000	1.1610	1.1385
2018	3.0000	1.1610	1.1385
2019	3.0000	1.1610	1.1385
2020	1.0000	0.3870	0.3795
2021	2.0000	0.7740	0.7590
2022	2.0000	0.7740	0.7590
2023	3.0000	1.1610	1.1385
2024	2.0000	0.7740	0.7590
2025	3.0000	1.1610	1.1385
2026	1.0000	0.3870	0.3795
2027	3.0000	1.1610	1.1385
2028	1.0000	0.3870	0.3795
2029	3.0000	1.1610	1.1385
2030	3.0000	1.1610	1.1385
2031	3.0000	1.1610	1.1385
2032	2.0000	0.7740	0.7590
2033	3.0000	1.1610	1.1385
2034	3.0000	1.1610	1.1385
2035	3.0000	1.1610	1.1385
2036	3.0000	1.1610	1.1385
2037	3.0000	1.1610	1.1385
2038	2.0000	0.7740	0.7590
2039	0.0000	0.0000	0.0000
2040	2.0000	0.7740	0.7590
2041	3.0000	1.1610	1.1385
2042	3.0000	1.1610	1.1385
2043	2.0000	0.7740	0.7590
2044	3.0000	1.1610	1.1385
2045	3.0000	1.1610	1.1385
2046	2.0000	0.7740	0.7590
2047	2.0000	0.7740	0.7590
2048	2.0000	0.7740	0.7590
2049	3.0000	1.1610	1.1385
2050	3.0000	1.1610	1.1385
2051	3.0000	1.1610	1.1385
2052	3.0000	1.1610	1.1385
2053	2.0000	0.7740	0.7590
2054	3.0000	1.1610	1.1385
2055	3.0000	1.1610	1.1385
2056	3.0000	1.1610	1.1385
2057	3.0000	1.1610	1.1385
2058	3.0000	1.1610	1.1385
2059	3.0000	1.1610	1.1385
2060	3.0000	1.1610	1.1385
2061	2.0000	0.7740	0.7590
2062	2.0000	0.7740	0.7590
2063	2.0000	0.7740	0.7590
2064	3.0000	1.1610	1.1385
2065	3.0000	1.1610	1.1385
2066	2.0000	0.7740	0.7590
2067	3.0000	1.1610	1.1385
2068	2.0000	0.7740	0.7590
2069	1.0000	0.3870	0.3795
2070	3.0000	1.1610	1.1385
2071	3.0000	1.1610	1.1385
2072	3.0000	1.1610	1.1385
2073	3.0000	1.1610	1.1385
2074	3.0000	1.1610	1.1385
2075	3.0000	1.1610	1.1385
2076	2.0000	0.7740	0.7590
2077	3.0000	1.1610	1.1385
2078	3.0000	1.1610	1.1385
2079	3.0000	1.1610	1.1385
2080	3.0000	1.1610	1.1385
2081	2.0000	0.7740	0.7590
2082	3.0000	1.1610	1.1385
2083	3.0000	1.1610	1.1385
2084	3.0000	1.1610	1.1385
2085	2.0000	0.7740	0.7590
2086	3.0000	1.1610	1.1385
2087	3.0000	1.1610	1.1385
2088	3.0000	1.1610	1.1385
2089	3.0000	1.1610	1.1385
2090	2.0000	0.7740	0.7590
2091	3.0000	1.1610	1.1385
2092	2.0000	0.7740	0.7590
2093	2.0000	0.7740	0.7590
2094	2.0000	0.7740	0.7590
2095	3.0000	1.1610	1.1385
2096	3.0000	1.1610	1.1385
2097	2.0000	0.7740	0.7590
2098	3.0000	1.1610	1.1385
2099	3.0000	1.1610	1.1385
2100	3.0000	1.1610	1.1385
2101	3.0000	1.1610	1.1385
2102	2.0000	0.7740	0.7590
2103	3.0000	1.1610	1.1385
2104	3.0000	1.1610	1.1385
2105	3.0000	1.1610	1.1385
2106	3.0000	1.1610	1.1385
2107	0.0000	0.0000	0.0000
2108	3.0000	1.1610	1.1385
2109	3.0000	1.1610	1.1385
2110	3.0000	1.1610	1.1385
2111	1.0000	0.3870	0.3795
2112	1.0000	0.3870	0.3795
2113	3.0000	1.1610	1.1385
2114	2.0000	0.7740	0.7590
2115	3.0000	1.1610	1.1385
2116	3.0000	1.1610	1.1385
2117	3.0000	1.1610	1.1385
2118	3.0000	1.1610	1.1385
2119	2.0000	0.7740	0.7590
2120	3.0000	1.1610	1.1385
2121	3.0000	1.1610	1.1385
2122	2.0000	0.7740	0.7590
2123	2.0000	0.7740	0.7590
2124	3.0000	1.1610	1.1385
2125	3.0000	1.1610	1.1385
2126	2.0000	0.7740	0.7590
2127	3.0000	1.1610	1.1385
2128	3.0000	1.1610	1.1385
2129	3.0000	1.1610	1.1385
2130	3.0000	1.1610	1.1385
2131	3.0000	1.1610	1.1385
2132	3.0000	1.1610	1.1385
2133	2.0000	0.7740	0.7590
2134	3.0000	1.1610	1.1385
2135	3.0000	1.1610	1.1385
2136	3.0000	1.1610	1.1385
2137	3.0000	1.1610	1.1385
2138	3.0000	1.1610	1.1385
2139	2.0000	0.7740	0.7590
2140	3.0000	1.1610	1.1385
2141	3.0000	1.1610	1.1385
2142	3.0000	1.1610	1.1385
2143	2.0000	0.7740	0.7590
2144	2.0000	0.7740	0.7590
2145	3.0000	1.1610	1.1385
2146	3.0000	1.1610	1.1385
2147	2.0000	0.7740	0.7590
2148	2.0000	0.7740	0.7590
2149	2.0000	0.7740	0.7590
2150	3.0000	1.1610	1.1385
2151	3.0000	1.1610	1.1385
2152	2.0000	0.7740	0.7590
2153	2.0000	0.7740	0.7590
2154	1.0000	0.3870	0.3795
2155	3.0000	1.1610	1.1385
2156	2.0000	0.7740	0.7590
2157	3.0000	1.1610	1.1385
2158	3.0000	1.1610	1.1385
2159	3.0000	1.1610	1.1385
2160	3.0000	1.1610	1.1385
2161	3.0000	1.1610	1.1385
2162	3.0000	1.1610	1.1385
2163	2.0000	0.7740	0.7590
2164	3.0000	1.1610	1.1385
2165	2.0000	0.7740	0.7590
2166	1.0000	0.3870	0.3795
2167	2.0000	0.7740	0.7590
2168	2.0000	0.7740	0.7590
2169	3.0000	1.1610	1.1385
2170	3.0000	1.1610	1.1385
2171	2.0000	0.7740	0.7590
2172	3.0000	1.1610	1.1385
2173	2.0000	0.7740	0.7590
2174	2.0000	0.7740	0.7590
2175	3.0000	1.1610	1.1385
2176	3.0000	1.1610	1.1385
2177	3.0000	1.1610	1.1385
2178	2.0000	0.7740	0.7590
2179	2.0000	0.7740	0.7590
2180	1.0000	0.3870	0.3795
2181	3.0000	1.1610	1.1385
2182	1.0000	0.3870	0.3795
2183	2.0000	0.7740	0.7590
2184	3.0000	1.1610	1.1385
2185	3.0000	1.1610	1.1385
2186	3.0000	1.1610	1.1385
2187	2.0000	0.7740	0.7590
2188	3.0000	1.1610	1.1385
2189	3.0000	1.1610	1.1385
2190	3.0000	1.1610	1.1385
2191	3.0000	1.1610	1.1385
2192	3.0000	1.1610	1.1385
2193	3.0000	1.1610	1.1385
2194	3.0000	1.1610	1.1385
2195	0.0000	0.0000	0.0000
2196	3.0000	1.1610	1.1385
2197	2.0000	0.7740	0.7590
2198	1.0000	0.3870	0.3795
2199	3.0000	1.1610	1.1385
2200	2.0000	0.7740	0.7590
2201	3.0000	1.1610	1.1385
2202	2.0000	0.7740	0.7590
2203	1.0000	0.3870	0.3795
2204	2.0000	0.7740	0.7590
2205	3.0000	1.1610	1.1385
2206	3.0000	1.1610	1.1385
2207	3.0000	1.1610	1.1385
2208	1.0000	0.3870	0.3795
2209	2.0000	0.7740	0.7590
2210	3.0000	1.1610	1.1385
2211	3.0000	1.1610	1.1385
2212	3.0000	1.1610	1.1385
2213	3.0000	1.1610	1.1385
2214	3.0000	1.1610	1.1385
2215	3.0000	1.1610	1.1385
2216	2.0000	0.7740	0.7590
2217	2.0000	0.7740	0.7590
2218	1.0000	0.3870	0.3795
2219	3.0000	1.1610	1.1385
2220	3.0000	1.1610	1.1385
2221	3.0000	1.1610	1.1385
2222	3.0000	1.1610	1.1385
2223	3.0000	1.1610	1.1385
2224	2.0000	0.7740	0.7590
2225	1.0000	0.3870	0.3795
2226	1.0000	0.3870	0.3795
2227	3.0000	1.1610	1.1385
2228	2.0000	0.7740	0.7590
2229	0.0000	0.0000	0.0000
2230	3.0000	1.1610	1.1385
2231	3.0000	1.1610	1.1385
2232	2.0000	0.7740	0.7590
2233	3.0000	1.1610	1.1385
2234	3.0000	1.1610	1.1385
2235	3.0000	1.1610	1.1385
2236	3.0000	1.1610	1.1385
2237	3.0000	1.1610	1.1385
2238	2.0000	0.7740	0.7590
2239	3.0000	1.1610	1.1385
2240	3.0000	1.1610	1.1385
2241	3.0000	1.1610	1.1385
2242	3.0000	1.1610	1.1385
2243	2.0000	0.7740	0.7590
2244	3.0000	1.1610	1.1385
2245	3.0000	1.1610	1.1385
2246	2.0000	0.7740	0.7590
2247	2.0000	0.7740	0.7590
2248	2.0000	0.7740	0.7590
2249	2.0000	0.7740	0.7590
2250	2.0000	0.7740	0.7590
2251	3.0000	1.1610	1.1385
2252	3.0000	1.1610	1.1385
2253	3.0000	1.1610	1.1385
2254	3.0000	1.1610	1.1385
2255	3.0000	1.1610	1.1385
2256	2.0000	0.7740	0.7590
2257	3.0000	1.1610	1.1385
2258	3.0000	1.1610	1.1385
2259	2.0000	0.7740	0.7590
2260	3.0000	1.1610	1.1385
2261	3.0000	1.1610	1.1385
2262	3.0000	1.1610	1.1385
2263	3.0000	1.1610	1.1385
2264	3.0000	1.1610	1.1385
2265	3.0000	1.1610	1.1385
2266	1.0000	0.3870	0.3795
2267	3.0000	1.1610	1.1385
2268	3.0000	1.1610	1.1385
2269	2.0000	0.7740	0.7590
2270	2.0000	0.7740	0.7590
2271	1.0000	0.3870	0.3795
2272	3.0000	1.1610	1.1385
2273	3.0000	1.1610	1.1385
2274	3.0000	1.1610	1.1385
2275	3.0000	1.1610	1.1385
2276	3.0000	1.1610	1.1385
2277	2.0000	0.7740	0.7590
2278	3.0000	1.1610	1.1385
2279	3.0000	1.1610	1.1385
2280	3.0000	1.1610	1.1385
2281	3.0000	1.1610	1.1385
2282	2.0000	0.7740	0.7590
2283	3.0000	1.1610	1.1385
2284	1.0000	0.3870	0.3795
2285	3.0000	1.1610	1.1385
2286	3.0000	1.1610	1.1385
2287	2.0000	0.7740	0.7590
2288	2.0000	0.7740	0.7590
2289	3.0000	1.1610	1.1385
2290	3.0000	1.1610	1.1385
2291	3.0000	1.1610	1.1385
2292	3.0000	1.1610	1.1385
2293	3.0000	1.1610	1.1385
2294	3.0000	1.1610	1.1385
2295	3.0000	1.1610	1.1385
2296	2.0000	0.7740	0.7590
2297	3.0000	1.1610	1.1385
2298	3.0000	1.1610	1.1385
2299	2.0000	0.7740	0.7590
2300	2.0000	0.7740	0.7590
2301	3.0000	1.1610	1.1385
2302	2.0000	0.7740	0.7590
2303	1.0000	0.3870	0.3795
2304	1.0000	0.3870	0.3795
2305	3.0000	1.1610	1.1385
2306	3.0000	1.1610	1.1385
2307	3.0000	1.1610	1.1385
2308	1.0000	0.3870	0.3795
2309	2.0000	0.7740	0.7590
2310	2.0000	0.7740	0.7590
2311	3.0000	1.1610	1.1385
2312	3.0000	1.1610	1.1385
2313	3.0000	1.1610	1.1385
2314	3.0000	1.1610	1.1385
2315	3.0000	1.1610	1.1385
2316	3.0000	1.1610	1.1385
2317	2.0000	0.7740	0.7590
2318	2.0000	0.7740	0.7590
2319	1.0000	0.3870	0.3795
2320	3.0000	1.1610	1.1385
2321	2.0000	0.7740	0.7590
2322	3.0000	1.1610	1.1385
2323	3.0000	1.1610	1.1385
2324	2.0000	0.7740	0.7590
2325	3.0000	1.1610	1.1385
2326	1.0000	0.3870	0.3795
2327	2.0000	0.7740	0.7590
2328	1.0000	0.3870	0.3795
2329	3.0000	1.1610	1.1385
2330	3.0000	1.1610	1.1385
2331	3.0000	1.1610	1.1385
2332	3.0000	1.1610	1.1385
2333	2.0000	0.7740	0.7590
2334	3.0000	1.1610	1.1385
2335	2.0000	0.7740	0.7590
2336	2.0000	0.7740	0.7590
2337	3.0000	1.1610	1.1385
2338	2.0000	0.7740	0.7590
2339	3.0000	1.1610	1.1385
2340	3.0000	1.1610	1.1385
2341	3.0000	1.1610	1.1385
2342	3.0000	1.1610	1.1385
2343	3.0000	1.1610	1.1385
2344	3.0000	1.1610	1.1385
2345	3.0000	1.1610	1.1385
2346	3.0000	1.1610	1.1385
2347	0.0000	0.0000	0.0000
2348	3.0000	1.1610	1.1385
2349	3.0000	1.1610	1.1385
2350	2.0000	0.7740	0.7590
2351	2.0000	0.7740	0.7590
2352	3.0000	1.1610	1.1385
2353	2.0000	0.7740	0.7590
2354	3.0000	1.1610	1.1385
2355	3.0000	1.1610	1.1385
2356	2.0000	0.7740	0.7590
2357	3.0000	1.1610	1.1385
2358	3.0000	1.1610	1.1385
2359	3.0000	1.1610	1.1385
2360	3.0000	1.1610	1.1385
2361	3.0000	1.1610	1.1385
2362	3.0000	1.1610	1.1385
2363	3.0000	1.1610	1.1385
2364	3.0000	1.1610	1.1385
2365	3.0000	1.1610	1.1385
2366	2.0000	0.7740	0.7590
2367	2.0000	0.7740	0.7590
2368	3.0000	1.1610	1.1385
2369	3.0000	1.1610	1.1385
2370	1.0000	0.3870	0.3795
2371	3.0000	1.1610	1.1385
2372	3.0000	1.1610	1.1385
2373	3.0000	1.1610	1.1385
2374	2.0000	0.7740	0.7590
2375	3.0000	1.1610	1.1385
2376	3.0000	1.1610	1.1385
2377	2.0000	0.7740	0.7590
2378	3.0000	1.1610	1.1385
2379	3.0000	1.1610	1.1385
2380	2.0000	0.7740	0.7590
2381	3.0000	1.1610	1.1385
2382	3.0000	1.1610	1.1385
2383	2.0000	0.7740	0.7590
2384	3.0000	1.1610	1.1385
2385	2.0000	0.7740	0.7590
2386	3.0000	1.1610	1.1385
2387	3.0000	1.1610	1.1385
2388	3.0000	1.1610	1.1385
2389	3.0000	1.1610	1.1385
2390	3.0000	1.1610	1.1385
2391	2.0000	0.7740	0.7590
2392	3.0000	1.1610	1.1385
2393	2.0000	0.7740	0.7590
2394	3.0000	1.1610	1.1385
2395	3.0000	1.1610	1.1385
2396	3.0000	1.1610	1.1385
2397	3.0000	1.1610	1.1385
2398	3.0000	1.1610	1.1385
2399	3.0000	1.1610	1.1385
2400	3.0000	1.1610	1.1385
2401	3.0000	1.1610	1.1385
2402	2.0000	0.7740	0.7590
2403	3.0000	1.1610	1.1385
2404	2.0000	0.7740	0.7590
2405	1.0000	0.3870	0.3795
2406	2.0000	0.7740	0.7590
2407	3.0000	1.1610	1.1385
2408	3.0000	1.1610	1.1385
2409	3.0000	1.1610	1.1385
2410	3.0000	1.1610	1.1385
2411	3.0000	1.1610	1.1385
2412	3.0000	1.1610	1.1385
2413	3.0000	1.1610	1.1385
2414	3.0000	1.1610	1.1385
2415	3.0000	1.1610	1.1385
2416	2.0000	0.7740	0.7590
2417	3.0000	1.1610	1.1385
2418	2.0000	0.7740	0.7590
2419	2.0000	0.7740	0.7590
2420	3.0000	1.1610	1.1385
2421	3.0000	1.1610	1.1385
2422	3.0000	1.1610	1.1385
2423	3.0000	1.1610	1.1385
2424	3.0000	1.1610	1.1385
2425	2.0000	0.7740	0.7590
2426	3.0000	1.1610	1.1385
2427	1.0000	0.3870	0.3795
2428	3.0000	1.1610	1.1385
2429	3.0000	1.1610	1.1385
2430	3.0000	1.1610	1.1385
2431	3.0000	1.1610	1.1385
2432	3.0000	1.1610	1.1385
2433	2.0000	0.7740	0.7590
2434	3.0000	1.1610	1.1385
2435	3.0000	1.1610	1.1385
2436	3.0000	1.1610	1.1385
2437	3.0000	1.1610	1.1385
2438	3.0000	1.1610	1.1385
2439	2.0000	0.7740	0.7590
2440	3.0000	1.1610	1.1385
2441	3.0000	1.1610	1.1385
2442	3.0000	1.1610	1.1385
2443	3.0000	1.1610	1.1385
2444	3.0000	1.1610	1.1385
2445	3.0000	1.1610	1.1385
2446	3.0000	1.1610	1.1385
2447	3.0000	1.1610	1.1385
2448	2.0000	0.7740	0.7590
2449	3.0000	1.1610	1.1385
2450	3.0000	1.1610	1.1385
2451	2.0000	0.7740	0.7590
2452	3.0000	1.1610	1.1385
2453	3.0000	1.1610	1.1385
2454	0.0000	0.0000	0.0000
2455	2.0000	0.7740	0.7590
2456	3.0000	1.1610	1.1385
2457	3.0000	1.1610	1.1385
2458	1.0000	0.3870	0.3795
2459	3.0000	1.1610	1.1385
2460	2.0000	0.7740	0.7590
2461	3.0000	1.1610	1.1385
2462	2.0000	0.7740	0.7590
2463	3.0000	1.1610	1.1385
2464	2.0000	0.7740	0.7590
2465	2.0000	0.7740	0.7590
2466	3.0000	1.1610	1.1385
2467	3.0000	1.1610	1.1385
2468	3.0000	1.1610	1.1385
2469	3.0000	1.1610	1.1385
2470	0.0000	0.0000	0.0000
2471	3.0000	1.1610	1.1385
2472	3.0000	1.1610	1.1385
2473	2.0000	0.7740	0.7590
2474	3.0000	1.1610	1.1385
2475	3.0000	1.1610	1.1385
2476	2.0000	0.7740	0.7590
2477	3.0000	1.1610	1.1385
2478	1.0000	0.3870	0.3795
2479	3.0000	1.1610	1.1385
2480	3.0000	1.1610	1.1385
2481	2.0000	0.7740	0.7590
2482	3.0000	1.1610	1.1385
2483	2.0000	0.7740	0.7590
2484	3.0000	1.1610	1.1385
2485	2.0000	0.7740	0.7590
2486	3.0000	1.1610	1.1385
2487	3.0000	1.1610	1.1385
2488	3.0000	1.1610	1.1385
2489	3.0000	1.1610	1.1385
2490	3.0000	1.1610	1.1385
2491	3.0000	1.1610	1.1385
2492	1.0000	0.3870	0.3795
2493	3.0000	1.1610	1.1385
2494	2.0000	0.7740	0.7590
2495	3.0000	1.1610	1.1385
2496	2.0000	0.7740	0.7590
2497	2.0000	0.7740	0.7590
2498	2.0000	0.7740	0.7590
2499	3.0000	1.1610	1.1385
2500	3.0000	1.1610	1.1385
2501	2.0000	0.7740	0.7590
2502	3.0000	1.1610	1.1385
2503	1.0000	0.3870	0.3795
2504	1.0000	0.3870	0.3795
2505	3.0000	1.1610	1.1385
2506	3.0000	1.1610	1.1385
2507	3.0000	1.1610	1.1385
2508	3.0000	1.1610	1.1385
2509	3.0000	1.1610	1.1385
2510	3.0000	1.1610	1.1385
2511	2.0000	0.7740	0.7590
2512	3.0000	1.1610	1.1385
2513	3.0000	1.1610	1.1385
2514	2.0000	0.7740	0.7590
2515	2.0000	0.7740	0.7590
2516	1.0000	0.3870	0.3795
2517	3.0000	1.1610	1.1385
2518	2.0000	0.7740	0.7590
2519	2.0000	0.7740	0.7590
2520	3.0000	1.1610	1.1385
2521	1.0000	0.3870	0.3795
2522	3.0000	1.1610	1.1385
2523	3.0000	1.1610	1.1385
2524	2.0000	0.7740	0.7590
2525	3.0000	1.1610	1.1385
2526	3.0000	1.1610	1.1385
2527	2.0000	0.7740	0.7590
2528	3.0000	1.1610	1.1385
2529	3.0000	1.1610	1.1385
2530	3.0000	1.1610	1.1385
2531	2.0000	0.7740	0.7590
2532	3.0000	1.1610	1.1385
2533	3.0000	1.1610	1.1385
2534	3.0000	1.1610	1.1385
2535	3.0000	1.1610	1.1385
2536	3.0000	1.1610	1.1385
2537	3.0000	1.1610	1.1385
2538	3.0000	1.1610	1.1385
2539	3.0000	1.1610	1.1385
2540	2.0000	0.7740	0.7590
2541	2.0000	0.7740	0.7590
2542	3.0000	1.1610	1.1385
2543	3.0000	1.1610	1.1385
2544	3.0000	1.1610	1.1385
2545	3.0000	1.1610	1.1385
2546	3.0000	1.1610	1.1385
2547	3.0000	1.1610	1.1385
2548	3.0000	1.1610	1.1385
2549	3.0000	1.1610	1.1385
2550	3.0000	1.1610	1.1385
2551	3.0000	1.1610	1.1385
2552	2.0000	0.7740	0.7590
2553	1.0000	0.3870	0.3795
2554	3.0000	1.1610	1.1385
2555	2.0000	0.7740	0.7590
2556	2.0000	0.7740	0.7590
2557	0.0000	0.0000	0.0000
2558	3.0000	1.1610	1.1385
2559	3.0000	1.1610	1.1385
2560	3.0000	1.1610	1.1385
2561	1.0000	0.3870	0.3795
2562	3.0000	1.1610	1.1385
2563	3.0000	1.1610	1.1385
2564	3.0000	1.1610	1.1385
2565	3.0000	1.1610	1.1385
2566	3.0000	1.1610	1.1385
2567	3.0000	1.1610	1.1385
2568	3.0000	1.1610	1.1385
2569	2.0000	0.7740	0.7590
2570	3.0000	1.1610	1.1385
2571	3.0000	1.1610	1.1385
2572	3.0000	1.1610	1.1385
2573	3.0000	1.1610	1.1385
2574	3.0000	1.1610	1.1385
2575	3.0000	1.1610	1.1385
2576	2.0000	0.7740	0.7590
2577	2.0000	0.7740	0.7590
2578	3.0000	1.1610	1.1385
2579	3.0000	1.1610	1.1385
2580	2.0000	0.7740	0.7590
2581	3.0000	1.1610	1.1385
2582	2.0000	0.7740	0.7590
2583	1.0000	0.3870	0.3795
2584	3.0000	1.1610	1.1385
2585	3.0000	1.1610	1.1385
2586	3.0000	1.1610	1.1385
2587	2.0000	0.7740	0.7590
2588	3.0000	1.1610	1.1385
2589	3.0000	1.1610	1.1385
2590	3.0000	1.1610	1.1385
2591	2.0000	0.7740	0.7590
2592	3.0000	1.1610	1.1385
2593	3.0000	1.1610	1.1385
2594	2.0000	0.7740	0.7590
2595	3.0000	1.1610	1.1385
2596	3.0000	1.1610	1.1385
2597	3.0000	1.1610	1.1385
2598	2.0000	0.7740	0.7590
2599	0.0000	0.0000	0.0000
2600	3.0000	1.1610	1.1385
2601	1.0000	0.3870	0.3795
2602	3.0000	1.1610	1.1385
2603	3.0000	1.1610	1.1385
2604	3.0000	1.1610	1.1385
2605	3.0000	1.1610	1.1385
2606	3.0000	1.1610	1.1385
2607	2.0000	0.7740	0.7590
2608	3.0000	1.1610	1.1385
2609	3.0000	1.1610	1.1385
2610	3.0000	1.1610	1.1385
2611	3.0000	1.1610	1.1385
2612	2.0000	0.7740	0.7590
2613	3.0000	1.1610	1.1385
2614	2.0000	0.7740	0.7590
2615	2.0000	0.7740	0.7590
2616	3.0000	1.1610	1.1385
2617	3.0000	1.1610	1.1385
2618	3.0000	1.1610	1.1385
2619	3.0000	1.1610	1.1385
2620	3.0000	1.1610	1.1385
2621	3.0000	1.1610	1.1385
2622	3.0000	1.1610	1.1385
2623	2.0000	0.7740	0.7590
2624	3.0000	1.1610	1.1385
2625	2.0000	0.7740	0.7590
2626	3.0000	1.1610	1.1385
2627	2.0000	0.7740	0.7590
2628	3.0000	1.1610	1.1385
2629	3.0000	1.1610	1.1385
2630	3.0000	1.1610	1.1385
2631	3.0000	1.1610	1.1385
2632	3.0000	1.1610	1.1385
2633	3.0000	1.1610	1.1385
2634	2.0000	0.7740	0.7590
2635	3.0000	1.1610	1.1385
2636	3.0000	1.1610	1.1385
2637	3.0000	1.1610	1.1385
2638	3.0000	1.1610	1.1385
2639	3.0000	1.1610	1.1385
2640	2.0000	0.7740	0.7590
2641	2.0000	0.7740	0.7590
2642	3.0000	1.1610	1.1385
2643	2.0000	0.7740	0.7590
2644	2.0000	0.7740	0.7590
2645	3.0000	1.1610	1.1385
2646	2.0000	0.7740	0.7590
2647	2.0000	0.7740	0.7590
2648	3.0000	1.1610	1.1385
2649	2.0000	0.7740	0.7590
2650	3.0000	1.1610	1.1385
2651	3.0000	1.1610	1.1385
2652	3.0000	1.1610	1.1385
2653	3.0000	1.1610	1.1385
2654	2.0000	0.7740	0.7590
2655	2.0000	0.7740	0.7590
2656	3.0000	1.1610	1.1385
2657	2.0000	0.7740	0.7590
2658	3.0000	1.1610	1.1385
2659	3.0000	1.1610	1.1385
2660	3.0000	1.1610	1.1385
2661	3.0000	1.1610	1.1385
2662	3.0000	1.1610	1.1385
2663	3.0000	1.1610	1.1385
2664	3.0000	1.1610	1.1385
2665	2.0000	0.7740	0.7590
2666	3.0000	1.1610	1.1385
2667	2.0000	0.7740	0.7590
2668	3.0000	1.1610	1.1385
2669	3.0000	1.1610	1.1385
2670	3.0000	1.1610	1.1385
2671	3.0000	1.1610	1.1385
2672	2.0000	0.7740	0.7590
2673	2.0000	0.7740	0.7590
2674	2.0000	0.7740	0.7590
2675	3.0000	1.1610	1.1385
2676	2.0000	0.7740	0.7590
2677	3.0000	1.1610	1.1385
2678	2.0000	0.7740	0.7590
2679	2.0000	0.7740	0.7590
2680	3.0000	1.1610	1.1385
2681	3.0000	1.1610	1.1385
2682	3.0000	1.1610	1.1385
2683	2.0000	0.7740	0.7590
2684	3.0000	1.1610	1.1385
2685	2.0000	0.7740	0.7590
2686	3.0000	1.1610	1.1385
2687	2.0000	0.7740	0.7590
2688	3.0000	1.1610	1.1385
2689	2.0000	0.7740	0.7590
2690	2.0000	0.7740	0.7590
2691	3.0000	1.1610	1.1385
2692	3.0000	1.1610	1.1385
2693	3.0000	1.1610	1.1385
2694	2.0000	0.7740	0.7590
2695	2.0000	0.7740	0.7590
2696	3.0000	1.1610	1.1385
2697	3.0000	1.1610	1.1385
2698	3.0000	1.1610	1.1385
