Tree	R-F	R-F_toYuleAvg	R-F_toUnifAvg
2318	3.0000	1.1610	1.1385
2319	2.0000	0.7740	0.7590
2320	3.0000	1.1610	1.1385
2321	2.0000	0.7740	0.7590
2322	3.0000	1.1610	1.1385
2323	3.0000	1.1610	1.1385
2324	2.0000	0.7740	0.7590
2325	3.0000	1.1610	1.1385
2326	3.0000	1.1610	1.1385
2327	2.0000	0.7740	0.7590
2328	2.0000	0.7740	0.7590
2329	3.0000	1.1610	1.1385
2330	3.0000	1.1610	1.1385
2331	3.0000	1.1610	1.1385
2332	3.0000	1.1610	1.1385
2333	3.0000	1.1610	1.1385
2334	3.0000	1.1610	1.1385
2335	3.0000	1.1610	1.1385
2336	3.0000	1.1610	1.1385
2337	3.0000	1.1610	1.1385
2338	2.0000	0.7740	0.7590
2339	3.0000	1.1610	1.1385
2340	3.0000	1.1610	1.1385
2341	2.0000	0.7740	0.7590
2342	3.0000	1.1610	1.1385
2343	3.0000	1.1610	1.1385
2344	3.0000	1.1610	1.1385
2345	2.0000	0.7740	0.7590
2346	3.0000	1.1610	1.1385
2347	2.0000	0.7740	0.7590
2348	3.0000	1.1610	1.1385
2349	3.0000	1.1610	1.1385
2350	1.0000	0.3870	0.3795
2351	3.0000	1.1610	1.1385
2352	3.0000	1.1610	1.1385
2353	2.0000	0.7740	0.7590
2354	3.0000	1.1610	1.1385
2355	3.0000	1.1610	1.1385
2356	3.0000	1.1610	1.1385
2357	3.0000	1.1610	1.1385
2358	3.0000	1.1610	1.1385
2359	3.0000	1.1610	1.1385
2360	3.0000	1.1610	1.1385
2361	2.0000	0.7740	0.7590
2362	3.0000	1.1610	1.1385
2363	3.0000	1.1610	1.1385
2364	2.0000	0.7740	0.7590
2365	3.0000	1.1610	1.1385
2366	2.0000	0.7740	0.7590
2367	3.0000	1.1610	1.1385
2368	2.0000	0.7740	0.7590
2369	3.0000	1.1610	1.1385
2370	2.0000	0.7740	0.7590
2371	3.0000	1.1610	1.1385
2372	2.0000	0.7740	0.7590
2373	3.0000	1.1610	1.1385
2374	3.0000	1.1610	1.1385
2375	2.0000	0.7740	0.7590
2376	3.0000	1.1610	1.1385
2377	1.0000	0.3870	0.3795
2378	3.0000	1.1610	1.1385
2379	2.0000	0.7740	0.7590
2380	2.0000	0.7740	0.7590
2381	3.0000	1.1610	1.1385
2382	3.0000	1.1610	1.1385
2383	3.0000	1.1610	1.1385
2384	3.0000	1.1610	1.1385
2385	3.0000	1.1610	1.1385
2386	3.0000	1.1610	1.1385
2387	3.0000	1.1610	1.1385
2388	3.0000	1.1610	1.1385
2389	2.0000	0.7740	0.7590
2390	3.0000	1.1610	1.1385
2391	2.0000	0.7740	0.7590
2392	3.0000	1.1610	1.1385
2393	1.0000	0.3870	0.3795
2394	2.0000	0.7740	0.7590
2395	3.0000	1.1610	1.1385
2396	2.0000	0.7740	0.7590
2397	3.0000	1.1610	1.1385
2398	3.0000	1.1610	1.1385
2399	3.0000	1.1610	1.1385
2400	2.0000	0.7740	0.7590
2401	3.0000	1.1610	1.1385
2402	3.0000	1.1610	1.1385
2403	2.0000	0.7740	0.7590
2404	3.0000	1.1610	1.1385
2405	2.0000	0.7740	0.7590
2406	3.0000	1.1610	1.1385
2407	3.0000	1.1610	1.1385
2408	3.0000	1.1610	1.1385
2409	3.0000	1.1610	1.1385
2410	3.0000	1.1610	1.1385
2411	3.0000	1.1610	1.1385
2412	3.0000	1.1610	1.1385
2413	3.0000	1.1610	1.1385
2414	3.0000	1.1610	1.1385
2415	3.0000	1.1610	1.1385
2416	2.0000	0.7740	0.7590
2417	3.0000	1.1610	1.1385
2418	3.0000	1.1610	1.1385
2419	3.0000	1.1610	1.1385
2420	3.0000	1.1610	1.1385
2421	3.0000	1.1610	1.1385
2422	3.0000	1.1610	1.1385
2423	2.0000	0.7740	0.7590
2424	3.0000	1.1610	1.1385
2425	2.0000	0.7740	0.7590
2426	2.0000	0.7740	0.7590
2427	1.0000	0.3870	0.3795
2428	3.0000	1.1610	1.1385
2429	3.0000	1.1610	1.1385
2430	2.0000	0.7740	0.7590
2431	3.0000	1.1610	1.1385
2432	3.0000	1.1610	1.1385
2433	3.0000	1.1610	1.1385
2434	3.0000	1.1610	1.1385
2435	2.0000	0.7740	0.7590
2436	3.0000	1.1610	1.1385
2437	3.0000	1.1610	1.1385
2438	3.0000	1.1610	1.1385
2439	3.0000	1.1610	1.1385
2440	2.0000	0.7740	0.7590
2441	3.0000	1.1610	1.1385
2442	3.0000	1.1610	1.1385
2443	2.0000	0.7740	0.7590
2444	3.0000	1.1610	1.1385
2445	3.0000	1.1610	1.1385
2446	3.0000	1.1610	1.1385
2447	3.0000	1.1610	1.1385
2448	2.0000	0.7740	0.7590
2449	3.0000	1.1610	1.1385
2450	3.0000	1.1610	1.1385
2451	3.0000	1.1610	1.1385
2452	3.0000	1.1610	1.1385
2453	3.0000	1.1610	1.1385
2454	2.0000	0.7740	0.7590
2455	1.0000	0.3870	0.3795
2456	3.0000	1.1610	1.1385
2457	3.0000	1.1610	1.1385
2458	2.0000	0.7740	0.7590
2459	2.0000	0.7740	0.7590
2460	3.0000	1.1610	1.1385
2461	3.0000	1.1610	1.1385
2462	3.0000	1.1610	1.1385
2463	3.0000	1.1610	1.1385
2464	2.0000	0.7740	0.7590
2465	3.0000	1.1610	1.1385
2466	3.0000	1.1610	1.1385
2467	3.0000	1.1610	1.1385
2468	3.0000	1.1610	1.1385
2469	3.0000	1.1610	1.1385
2470	2.0000	0.7740	0.7590
2471	1.0000	0.3870	0.3795
2472	3.0000	1.1610	1.1385
2473	3.0000	1.1610	1.1385
2474	2.0000	0.7740	0.7590
2475	3.0000	1.1610	1.1385
2476	3.0000	1.1610	1.1385
2477	2.0000	0.7740	0.7590
2478	3.0000	1.1610	1.1385
2479	2.0000	0.7740	0.7590
2480	2.0000	0.7740	0.7590
2481	2.0000	0.7740	0.7590
2482	3.0000	1.1610	1.1385
2483	2.0000	0.7740	0.7590
2484	3.0000	1.1610	1.1385
2485	2.0000	0.7740	0.7590
2486	2.0000	0.7740	0.7590
2487	3.0000	1.1610	1.1385
2488	1.0000	0.3870	0.3795
2489	2.0000	0.7740	0.7590
2490	3.0000	1.1610	1.1385
2491	2.0000	0.7740	0.7590
2492	2.0000	0.7740	0.7590
2493	2.0000	0.7740	0.7590
2494	2.0000	0.7740	0.7590
2495	2.0000	0.7740	0.7590
2496	2.0000	0.7740	0.7590
2497	2.0000	0.7740	0.7590
2498	2.0000	0.7740	0.7590
2499	3.0000	1.1610	1.1385
2500	1.0000	0.3870	0.3795
2501	3.0000	1.1610	1.1385
2502	3.0000	1.1610	1.1385
2503	2.0000	0.7740	0.7590
2504	1.0000	0.3870	0.3795
2505	3.0000	1.1610	1.1385
2506	2.0000	0.7740	0.7590
2507	3.0000	1.1610	1.1385
2508	3.0000	1.1610	1.1385
2509	3.0000	1.1610	1.1385
2510	3.0000	1.1610	1.1385
2511	3.0000	1.1610	1.1385
2512	3.0000	1.1610	1.1385
2513	2.0000	0.7740	0.7590
2514	3.0000	1.1610	1.1385
2515	3.0000	1.1610	1.1385
2516	3.0000	1.1610	1.1385
2517	2.0000	0.7740	0.7590
2518	3.0000	1.1610	1.1385
2519	0.0000	0.0000	0.0000
2520	2.0000	0.7740	0.7590
2521	2.0000	0.7740	0.7590
2522	2.0000	0.7740	0.7590
2523	3.0000	1.1610	1.1385
2524	2.0000	0.7740	0.7590
2525	2.0000	0.7740	0.7590
2526	3.0000	1.1610	1.1385
2527	2.0000	0.7740	0.7590
2528	3.0000	1.1610	1.1385
2529	3.0000	1.1610	1.1385
2530	3.0000	1.1610	1.1385
2531	3.0000	1.1610	1.1385
2532	3.0000	1.1610	1.1385
2533	2.0000	0.7740	0.7590
2534	3.0000	1.1610	1.1385
2535	3.0000	1.1610	1.1385
2536	2.0000	0.7740	0.7590
2537	3.0000	1.1610	1.1385
2538	3.0000	1.1610	1.1385
2539	3.0000	1.1610	1.1385
2540	3.0000	1.1610	1.1385
2541	2.0000	0.7740	0.7590
2542	2.0000	0.7740	0.7590
2543	2.0000	0.7740	0.7590
2544	3.0000	1.1610	1.1385
2545	3.0000	1.1610	1.1385
2546	3.0000	1.1610	1.1385
2547	3.0000	1.1610	1.1385
2548	3.0000	1.1610	1.1385
2549	3.0000	1.1610	1.1385
2550	3.0000	1.1610	1.1385
2551	3.0000	1.1610	1.1385
2552	2.0000	0.7740	0.7590
2553	1.0000	0.3870	0.3795
2554	3.0000	1.1610	1.1385
2555	3.0000	1.1610	1.1385
2556	2.0000	0.7740	0.7590
2557	2.0000	0.7740	0.7590
2558	3.0000	1.1610	1.1385
2559	2.0000	0.7740	0.7590
2560	3.0000	1.1610	1.1385
2561	1.0000	0.3870	0.3795
2562	3.0000	1.1610	1.1385
2563	3.0000	1.1610	1.1385
2564	3.0000	1.1610	1.1385
2565	2.0000	0.7740	0.7590
2566	3.0000	1.1610	1.1385
2567	2.0000	0.7740	0.7590
2568	3.0000	1.1610	1.1385
2569	2.0000	0.7740	0.7590
2570	3.0000	1.1610	1.1385
2571	3.0000	1.1610	1.1385
2572	3.0000	1.1610	1.1385
2573	3.0000	1.1610	1.1385
2574	2.0000	0.7740	0.7590
2575	3.0000	1.1610	1.1385
2576	1.0000	0.3870	0.3795
2577	3.0000	1.1610	1.1385
2578	3.0000	1.1610	1.1385
2579	3.0000	1.1610	1.1385
2580	3.0000	1.1610	1.1385
2581	3.0000	1.1610	1.1385
2582	2.0000	0.7740	0.7590
2583	2.0000	0.7740	0.7590
2584	2.0000	0.7740	0.7590
2585	3.0000	1.1610	1.1385
2586	3.0000	1.1610	1.1385
2587	3.0000	1.1610	1.1385
2588	3.0000	1.1610	1.1385
2589	3.0000	1.1610	1.1385
2590	3.0000	1.1610	1.1385
2591	3.0000	1.1610	1.1385
2592	3.0000	1.1610	1.1385
2593	2.0000	0.7740	0.7590
2594	2.0000	0.7740	0.7590
2595	3.0000	1.1610	1.1385
2596	3.0000	1.1610	1.1385
2597	3.0000	1.1610	1.1385
2598	3.0000	1.1610	1.1385
2599	2.0000	0.7740	0.7590
2600	2.0000	0.7740	0.7590
2601	3.0000	1.1610	1.1385
2602	3.0000	1.1610	1.1385
2603	3.0000	1.1610	1.1385
2604	3.0000	1.1610	1.1385
2605	3.0000	1.1610	1.1385
2606	3.0000	1.1610	1.1385
2607	2.0000	0.7740	0.7590
2608	3.0000	1.1610	1.1385
2609	2.0000	0.7740	0.7590
2610	3.0000	1.1610	1.1385
2611	1.0000	0.3870	0.3795
2612	3.0000	1.1610	1.1385
2613	3.0000	1.1610	1.1385
2614	0.0000	0.0000	0.0000
2615	3.0000	1.1610	1.1385
2616	3.0000	1.1610	1.1385
2617	2.0000	0.7740	0.7590
2618	3.0000	1.1610	1.1385
2619	3.0000	1.1610	1.1385
2620	3.0000	1.1610	1.1385
2621	2.0000	0.7740	0.7590
2622	3.0000	1.1610	1.1385
2623	2.0000	0.7740	0.7590
2624	3.0000	1.1610	1.1385
2625	3.0000	1.1610	1.1385
2626	2.0000	0.7740	0.7590
2627	3.0000	1.1610	1.1385
2628	3.0000	1.1610	1.1385
2629	3.0000	1.1610	1.1385
2630	3.0000	1.1610	1.1385
2631	3.0000	1.1610	1.1385
2632	3.0000	1.1610	1.1385
2633	3.0000	1.1610	1.1385
2634	1.0000	0.3870	0.3795
2635	3.0000	1.1610	1.1385
2636	3.0000	1.1610	1.1385
2637	3.0000	1.1610	1.1385
2638	3.0000	1.1610	1.1385
2639	2.0000	0.7740	0.7590
2640	3.0000	1.1610	1.1385
2641	3.0000	1.1610	1.1385
2642	3.0000	1.1610	1.1385
2643	3.0000	1.1610	1.1385
2644	3.0000	1.1610	1.1385
2645	3.0000	1.1610	1.1385
2646	3.0000	1.1610	1.1385
2647	3.0000	1.1610	1.1385
2648	3.0000	1.1610	1.1385
2649	3.0000	1.1610	1.1385
2650	3.0000	1.1610	1.1385
2651	3.0000	1.1610	1.1385
2652	2.0000	0.7740	0.7590
2653	3.0000	1.1610	1.1385
2654	3.0000	1.1610	1.1385
2655	3.0000	1.1610	1.1385
2656	2.0000	0.7740	0.7590
2657	3.0000	1.1610	1.1385
2658	3.0000	1.1610	1.1385
2659	2.0000	0.7740	0.7590
2660	3.0000	1.1610	1.1385
2661	3.0000	1.1610	1.1385
2662	3.0000	1.1610	1.1385
2663	2.0000	0.7740	0.7590
2664	3.0000	1.1610	1.1385
2665	3.0000	1.1610	1.1385
2666	3.0000	1.1610	1.1385
2667	3.0000	1.1610	1.1385
2668	3.0000	1.1610	1.1385
2669	3.0000	1.1610	1.1385
2670	3.0000	1.1610	1.1385
2671	3.0000	1.1610	1.1385
2672	3.0000	1.1610	1.1385
2673	3.0000	1.1610	1.1385
2674	1.0000	0.3870	0.3795
2675	2.0000	0.7740	0.7590
2676	2.0000	0.7740	0.7590
2677	2.0000	0.7740	0.7590
2678	3.0000	1.1610	1.1385
2679	1.0000	0.3870	0.3795
2680	2.0000	0.7740	0.7590
2681	3.0000	1.1610	1.1385
2682	3.0000	1.1610	1.1385
2683	3.0000	1.1610	1.1385
2684	3.0000	1.1610	1.1385
2685	0.0000	0.0000	0.0000
2686	3.0000	1.1610	1.1385
2687	3.0000	1.1610	1.1385
2688	3.0000	1.1610	1.1385
2689	1.0000	0.3870	0.3795
2690	2.0000	0.7740	0.7590
2691	3.0000	1.1610	1.1385
2692	2.0000	0.7740	0.7590
2693	3.0000	1.1610	1.1385
2694	2.0000	0.7740	0.7590
2695	3.0000	1.1610	1.1385
2696	3.0000	1.1610	1.1385
2697	3.0000	1.1610	1.1385
2698	2.0000	0.7740	0.7590
2699	1.0000	0.3870	0.3795
2700	3.0000	1.1610	1.1385
2701	3.0000	1.1610	1.1385
2702	3.0000	1.1610	1.1385
2703	1.0000	0.3870	0.3795
2704	3.0000	1.1610	1.1385
2705	3.0000	1.1610	1.1385
2706	3.0000	1.1610	1.1385
2707	3.0000	1.1610	1.1385
2708	3.0000	1.1610	1.1385
2709	2.0000	0.7740	0.7590
2710	3.0000	1.1610	1.1385
2711	3.0000	1.1610	1.1385
2712	3.0000	1.1610	1.1385
2713	3.0000	1.1610	1.1385
2714	3.0000	1.1610	1.1385
2715	3.0000	1.1610	1.1385
2716	2.0000	0.7740	0.7590
2717	2.0000	0.7740	0.7590
2718	3.0000	1.1610	1.1385
2719	1.0000	0.3870	0.3795
2720	3.0000	1.1610	1.1385
2721	3.0000	1.1610	1.1385
2722	3.0000	1.1610	1.1385
2723	2.0000	0.7740	0.7590
2724	3.0000	1.1610	1.1385
2725	3.0000	1.1610	1.1385
2726	3.0000	1.1610	1.1385
2727	3.0000	1.1610	1.1385
2728	3.0000	1.1610	1.1385
2729	3.0000	1.1610	1.1385
2730	3.0000	1.1610	1.1385
2731	3.0000	1.1610	1.1385
2732	3.0000	1.1610	1.1385
2733	3.0000	1.1610	1.1385
2734	3.0000	1.1610	1.1385
2735	3.0000	1.1610	1.1385
2736	3.0000	1.1610	1.1385
2737	3.0000	1.1610	1.1385
2738	3.0000	1.1610	1.1385
2739	3.0000	1.1610	1.1385
2740	1.0000	0.3870	0.3795
2741	3.0000	1.1610	1.1385
2742	2.0000	0.7740	0.7590
2743	3.0000	1.1610	1.1385
2744	3.0000	1.1610	1.1385
2745	3.0000	1.1610	1.1385
2746	3.0000	1.1610	1.1385
2747	1.0000	0.3870	0.3795
2748	3.0000	1.1610	1.1385
2749	2.0000	0.7740	0.7590
2750	3.0000	1.1610	1.1385
2751	2.0000	0.7740	0.7590
2752	3.0000	1.1610	1.1385
2753	3.0000	1.1610	1.1385
2754	3.0000	1.1610	1.1385
2755	3.0000	1.1610	1.1385
2756	3.0000	1.1610	1.1385
2757	3.0000	1.1610	1.1385
2758	3.0000	1.1610	1.1385
2759	3.0000	1.1610	1.1385
2760	3.0000	1.1610	1.1385
2761	3.0000	1.1610	1.1385
2762	3.0000	1.1610	1.1385
2763	2.0000	0.7740	0.7590
2764	3.0000	1.1610	1.1385
2765	2.0000	0.7740	0.7590
2766	3.0000	1.1610	1.1385
2767	3.0000	1.1610	1.1385
2768	3.0000	1.1610	1.1385
2769	3.0000	1.1610	1.1385
2770	3.0000	1.1610	1.1385
2771	3.0000	1.1610	1.1385
2772	3.0000	1.1610	1.1385
2773	1.0000	0.3870	0.3795
2774	2.0000	0.7740	0.7590
2775	2.0000	0.7740	0.7590
2776	3.0000	1.1610	1.1385
2777	3.0000	1.1610	1.1385
2778	3.0000	1.1610	1.1385
2779	3.0000	1.1610	1.1385
2780	3.0000	1.1610	1.1385
2781	3.0000	1.1610	1.1385
2782	3.0000	1.1610	1.1385
2783	3.0000	1.1610	1.1385
2784	2.0000	0.7740	0.7590
2785	3.0000	1.1610	1.1385
2786	2.0000	0.7740	0.7590
2787	3.0000	1.1610	1.1385
2788	3.0000	1.1610	1.1385
2789	3.0000	1.1610	1.1385
2790	3.0000	1.1610	1.1385
2791	3.0000	1.1610	1.1385
2792	3.0000	1.1610	1.1385
2793	3.0000	1.1610	1.1385
2794	2.0000	0.7740	0.7590
2795	3.0000	1.1610	1.1385
2796	1.0000	0.3870	0.3795
2797	3.0000	1.1610	1.1385
2798	3.0000	1.1610	1.1385
2799	3.0000	1.1610	1.1385
2800	2.0000	0.7740	0.7590
2801	3.0000	1.1610	1.1385
2802	2.0000	0.7740	0.7590
2803	1.0000	0.3870	0.3795
2804	3.0000	1.1610	1.1385
2805	3.0000	1.1610	1.1385
2806	3.0000	1.1610	1.1385
2807	2.0000	0.7740	0.7590
2808	3.0000	1.1610	1.1385
2809	3.0000	1.1610	1.1385
2810	3.0000	1.1610	1.1385
2811	3.0000	1.1610	1.1385
2812	3.0000	1.1610	1.1385
2813	3.0000	1.1610	1.1385
2814	2.0000	0.7740	0.7590
2815	3.0000	1.1610	1.1385
2816	2.0000	0.7740	0.7590
2817	3.0000	1.1610	1.1385
2818	3.0000	1.1610	1.1385
2819	0.0000	0.0000	0.0000
2820	3.0000	1.1610	1.1385
2821	3.0000	1.1610	1.1385
2822	3.0000	1.1610	1.1385
2823	3.0000	1.1610	1.1385
2824	3.0000	1.1610	1.1385
2825	3.0000	1.1610	1.1385
2826	2.0000	0.7740	0.7590
2827	2.0000	0.7740	0.7590
2828	2.0000	0.7740	0.7590
2829	3.0000	1.1610	1.1385
2830	2.0000	0.7740	0.7590
2831	3.0000	1.1610	1.1385
2832	1.0000	0.3870	0.3795
2833	3.0000	1.1610	1.1385
2834	3.0000	1.1610	1.1385
2835	0.0000	0.0000	0.0000
2836	2.0000	0.7740	0.7590
2837	3.0000	1.1610	1.1385
2838	2.0000	0.7740	0.7590
2839	3.0000	1.1610	1.1385
2840	3.0000	1.1610	1.1385
2841	3.0000	1.1610	1.1385
2842	2.0000	0.7740	0.7590
2843	2.0000	0.7740	0.7590
2844	2.0000	0.7740	0.7590
2845	3.0000	1.1610	1.1385
2846	3.0000	1.1610	1.1385
2847	3.0000	1.1610	1.1385
2848	3.0000	1.1610	1.1385
2849	3.0000	1.1610	1.1385
2850	3.0000	1.1610	1.1385
2851	2.0000	0.7740	0.7590
2852	2.0000	0.7740	0.7590
2853	3.0000	1.1610	1.1385
2854	2.0000	0.7740	0.7590
2855	3.0000	1.1610	1.1385
2856	2.0000	0.7740	0.7590
2857	3.0000	1.1610	1.1385
2858	2.0000	0.7740	0.7590
2859	2.0000	0.7740	0.7590
2860	3.0000	1.1610	1.1385
2861	3.0000	1.1610	1.1385
2862	3.0000	1.1610	1.1385
2863	3.0000	1.1610	1.1385
2864	3.0000	1.1610	1.1385
2865	2.0000	0.7740	0.7590
2866	3.0000	1.1610	1.1385
2867	1.0000	0.3870	0.3795
2868	3.0000	1.1610	1.1385
2869	2.0000	0.7740	0.7590
2870	1.0000	0.3870	0.3795
2871	3.0000	1.1610	1.1385
2872	3.0000	1.1610	1.1385
2873	2.0000	0.7740	0.7590
2874	2.0000	0.7740	0.7590
2875	2.0000	0.7740	0.7590
2876	3.0000	1.1610	1.1385
2877	2.0000	0.7740	0.7590
2878	1.0000	0.3870	0.3795
2879	3.0000	1.1610	1.1385
2880	3.0000	1.1610	1.1385
2881	3.0000	1.1610	1.1385
2882	3.0000	1.1610	1.1385
2883	3.0000	1.1610	1.1385
2884	3.0000	1.1610	1.1385
2885	3.0000	1.1610	1.1385
2886	3.0000	1.1610	1.1385
2887	3.0000	1.1610	1.1385
2888	3.0000	1.1610	1.1385
2889	3.0000	1.1610	1.1385
2890	2.0000	0.7740	0.7590
2891	3.0000	1.1610	1.1385
2892	3.0000	1.1610	1.1385
2893	3.0000	1.1610	1.1385
2894	3.0000	1.1610	1.1385
2895	3.0000	1.1610	1.1385
2896	3.0000	1.1610	1.1385
2897	2.0000	0.7740	0.7590
2898	3.0000	1.1610	1.1385
2899	3.0000	1.1610	1.1385
2900	3.0000	1.1610	1.1385
2901	2.0000	0.7740	0.7590
2902	3.0000	1.1610	1.1385
2903	2.0000	0.7740	0.7590
2904	3.0000	1.1610	1.1385
2905	3.0000	1.1610	1.1385
2906	3.0000	1.1610	1.1385
2907	3.0000	1.1610	1.1385
2908	2.0000	0.7740	0.7590
2909	3.0000	1.1610	1.1385
2910	1.0000	0.3870	0.3795
2911	3.0000	1.1610	1.1385
2912	3.0000	1.1610	1.1385
2913	3.0000	1.1610	1.1385
2914	3.0000	1.1610	1.1385
2915	3.0000	1.1610	1.1385
2916	3.0000	1.1610	1.1385
2917	3.0000	1.1610	1.1385
2918	3.0000	1.1610	1.1385
2919	2.0000	0.7740	0.7590
2920	3.0000	1.1610	1.1385
2921	3.0000	1.1610	1.1385
2922	3.0000	1.1610	1.1385
2923	1.0000	0.3870	0.3795
2924	3.0000	1.1610	1.1385
2925	2.0000	0.7740	0.7590
2926	2.0000	0.7740	0.7590
2927	2.0000	0.7740	0.7590
2928	2.0000	0.7740	0.7590
2929	3.0000	1.1610	1.1385
2930	3.0000	1.1610	1.1385
2931	3.0000	1.1610	1.1385
2932	3.0000	1.1610	1.1385
2933	3.0000	1.1610	1.1385
2934	1.0000	0.3870	0.3795
2935	2.0000	0.7740	0.7590
2936	3.0000	1.1610	1.1385
2937	3.0000	1.1610	1.1385
2938	2.0000	0.7740	0.7590
2939	3.0000	1.1610	1.1385
2940	3.0000	1.1610	1.1385
2941	2.0000	0.7740	0.7590
2942	3.0000	1.1610	1.1385
2943	3.0000	1.1610	1.1385
2944	3.0000	1.1610	1.1385
2945	2.0000	0.7740	0.7590
2946	2.0000	0.7740	0.7590
2947	3.0000	1.1610	1.1385
2948	3.0000	1.1610	1.1385
2949	3.0000	1.1610	1.1385
2950	3.0000	1.1610	1.1385
2951	2.0000	0.7740	0.7590
2952	1.0000	0.3870	0.3795
2953	3.0000	1.1610	1.1385
2954	3.0000	1.1610	1.1385
2955	3.0000	1.1610	1.1385
2956	3.0000	1.1610	1.1385
2957	3.0000	1.1610	1.1385
2958	3.0000	1.1610	1.1385
2959	1.0000	0.3870	0.3795
2960	3.0000	1.1610	1.1385
2961	3.0000	1.1610	1.1385
2962	3.0000	1.1610	1.1385
2963	3.0000	1.1610	1.1385
2964	3.0000	1.1610	1.1385
2965	3.0000	1.1610	1.1385
2966	3.0000	1.1610	1.1385
2967	3.0000	1.1610	1.1385
2968	3.0000	1.1610	1.1385
2969	3.0000	1.1610	1.1385
2970	3.0000	1.1610	1.1385
2971	3.0000	1.1610	1.1385
2972	1.0000	0.3870	0.3795
2973	3.0000	1.1610	1.1385
2974	3.0000	1.1610	1.1385
2975	3.0000	1.1610	1.1385
2976	3.0000	1.1610	1.1385
2977	3.0000	1.1610	1.1385
2978	3.0000	1.1610	1.1385
2979	3.0000	1.1610	1.1385
2980	3.0000	1.1610	1.1385
2981	3.0000	1.1610	1.1385
2982	3.0000	1.1610	1.1385
2983	3.0000	1.1610	1.1385
2984	3.0000	1.1610	1.1385
2985	2.0000	0.7740	0.7590
2986	3.0000	1.1610	1.1385
2987	3.0000	1.1610	1.1385
2988	2.0000	0.7740	0.7590
2989	3.0000	1.1610	1.1385
2990	3.0000	1.1610	1.1385
2991	3.0000	1.1610	1.1385
2992	2.0000	0.7740	0.7590
2993	3.0000	1.1610	1.1385
2994	3.0000	1.1610	1.1385
2995	2.0000	0.7740	0.7590
2996	2.0000	0.7740	0.7590
2997	3.0000	1.1610	1.1385
2998	3.0000	1.1610	1.1385
2999	3.0000	1.1610	1.1385
3000	1.0000	0.3870	0.3795
3001	3.0000	1.1610	1.1385
3002	3.0000	1.1610	1.1385
3003	3.0000	1.1610	1.1385
3004	3.0000	1.1610	1.1385
3005	3.0000	1.1610	1.1385
3006	3.0000	1.1610	1.1385
3007	3.0000	1.1610	1.1385
3008	3.0000	1.1610	1.1385
3009	3.0000	1.1610	1.1385
3010	3.0000	1.1610	1.1385
3011	3.0000	1.1610	1.1385
3012	3.0000	1.1610	1.1385
3013	3.0000	1.1610	1.1385
3014	3.0000	1.1610	1.1385
3015	3.0000	1.1610	1.1385
3016	3.0000	1.1610	1.1385
3017	3.0000	1.1610	1.1385
3018	3.0000	1.1610	1.1385
3019	1.0000	0.3870	0.3795
3020	3.0000	1.1610	1.1385
3021	1.0000	0.3870	0.3795
3022	3.0000	1.1610	1.1385
3023	3.0000	1.1610	1.1385
3024	3.0000	1.1610	1.1385
3025	2.0000	0.7740	0.7590
3026	3.0000	1.1610	1.1385
3027	2.0000	0.7740	0.7590
3028	3.0000	1.1610	1.1385
3029	3.0000	1.1610	1.1385
3030	3.0000	1.1610	1.1385
3031	2.0000	0.7740	0.7590
3032	3.0000	1.1610	1.1385
3033	2.0000	0.7740	0.7590
3034	2.0000	0.7740	0.7590
3035	2.0000	0.7740	0.7590
3036	3.0000	1.1610	1.1385
3037	3.0000	1.1610	1.1385
3038	3.0000	1.1610	1.1385
3039	3.0000	1.1610	1.1385
3040	2.0000	0.7740	0.7590
3041	3.0000	1.1610	1.1385
3042	3.0000	1.1610	1.1385
3043	2.0000	0.7740	0.7590
3044	3.0000	1.1610	1.1385
3045	3.0000	1.1610	1.1385
3046	3.0000	1.1610	1.1385
3047	3.0000	1.1610	1.1385
3048	3.0000	1.1610	1.1385
3049	3.0000	1.1610	1.1385
3050	2.0000	0.7740	0.7590
3051	3.0000	1.1610	1.1385
3052	3.0000	1.1610	1.1385
3053	3.0000	1.1610	1.1385
3054	3.0000	1.1610	1.1385
3055	3.0000	1.1610	1.1385
3056	3.0000	1.1610	1.1385
3057	3.0000	1.1610	1.1385
3058	1.0000	0.3870	0.3795
3059	2.0000	0.7740	0.7590
3060	1.0000	0.3870	0.3795
3061	3.0000	1.1610	1.1385
3062	3.0000	1.1610	1.1385
3063	3.0000	1.1610	1.1385
3064	2.0000	0.7740	0.7590
3065	3.0000	1.1610	1.1385
3066	3.0000	1.1610	1.1385
3067	2.0000	0.7740	0.7590
3068	3.0000	1.1610	1.1385
3069	2.0000	0.7740	0.7590
3070	3.0000	1.1610	1.1385
3071	3.0000	1.1610	1.1385
3072	3.0000	1.1610	1.1385
3073	2.0000	0.7740	0.7590
3074	2.0000	0.7740	0.7590
3075	3.0000	1.1610	1.1385
3076	3.0000	1.1610	1.1385
3077	3.0000	1.1610	1.1385
3078	3.0000	1.1610	1.1385
3079	2.0000	0.7740	0.7590
3080	3.0000	1.1610	1.1385
3081	3.0000	1.1610	1.1385
3082	3.0000	1.1610	1.1385
3083	3.0000	1.1610	1.1385
3084	3.0000	1.1610	1.1385
3085	3.0000	1.1610	1.1385
3086	2.0000	0.7740	0.7590
3087	3.0000	1.1610	1.1385
3088	3.0000	1.1610	1.1385
3089	1.0000	0.3870	0.3795
3090	3.0000	1.1610	1.1385
3091	3.0000	1.1610	1.1385
3092	3.0000	1.1610	1.1385
3093	3.0000	1.1610	1.1385
