Tree	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg
2048	16.0000	0.9767	0.9402
2049	16.0000	0.9767	0.9402
2050	14.0000	0.8546	0.8227
2051	16.0000	0.9767	0.9402
2052	15.0000	0.9156	0.8814
2053	19.0000	1.1598	1.1165
2054	16.0000	0.9767	0.9402
2055	13.0000	0.7936	0.7639
2056	17.0000	1.0377	0.9989
2057	16.0000	0.9767	0.9402
2058	17.0000	1.0377	0.9989
2059	12.0000	0.7325	0.7051
2060	16.0000	0.9767	0.9402
2061	24.0000	1.4650	1.4103
2062	16.0000	0.9767	0.9402
2063	16.0000	0.9767	0.9402
2064	14.0000	0.8546	0.8227
2065	19.0000	1.1598	1.1165
2066	14.0000	0.8546	0.8227
2067	12.0000	0.7325	0.7051
2068	17.0000	1.0377	0.9989
2069	21.0000	1.2819	1.2340
2070	15.0000	0.9156	0.8814
2071	17.0000	1.0377	0.9989
2072	16.0000	0.9767	0.9402
2073	16.0000	0.9767	0.9402
2074	16.0000	0.9767	0.9402
2075	14.0000	0.8546	0.8227
2076	12.0000	0.7325	0.7051
2077	16.0000	0.9767	0.9402
2078	16.0000	0.9767	0.9402
2079	12.0000	0.7325	0.7051
2080	11.0000	0.6715	0.6464
2081	14.0000	0.8546	0.8227
2082	15.0000	0.9156	0.8814
2083	17.0000	1.0377	0.9989
2084	11.0000	0.6715	0.6464
2085	20.0000	1.2209	1.1752
2086	14.0000	0.8546	0.8227
2087	13.0000	0.7936	0.7639
2088	14.0000	0.8546	0.8227
2089	16.0000	0.9767	0.9402
2090	16.0000	0.9767	0.9402
2091	19.0000	1.1598	1.1165
2092	15.0000	0.9156	0.8814
2093	16.0000	0.9767	0.9402
2094	16.0000	0.9767	0.9402
2095	18.0000	1.0988	1.0577
2096	16.0000	0.9767	0.9402
2097	11.0000	0.6715	0.6464
2098	14.0000	0.8546	0.8227
2099	18.0000	1.0988	1.0577
2100	16.0000	0.9767	0.9402
2101	18.0000	1.0988	1.0577
2102	24.0000	1.4650	1.4103
2103	18.0000	1.0988	1.0577
2104	16.0000	0.9767	0.9402
2105	14.0000	0.8546	0.8227
2106	16.0000	0.9767	0.9402
2107	18.0000	1.0988	1.0577
2108	17.0000	1.0377	0.9989
2109	18.0000	1.0988	1.0577
2110	20.0000	1.2209	1.1752
2111	13.0000	0.7936	0.7639
2112	18.0000	1.0988	1.0577
2113	17.0000	1.0377	0.9989
2114	12.0000	0.7325	0.7051
2115	16.0000	0.9767	0.9402
2116	15.0000	0.9156	0.8814
2117	12.0000	0.7325	0.7051
2118	19.0000	1.1598	1.1165
2119	17.0000	1.0377	0.9989
2120	17.0000	1.0377	0.9989
2121	16.0000	0.9767	0.9402
2122	14.0000	0.8546	0.8227
2123	11.0000	0.6715	0.6464
2124	18.0000	1.0988	1.0577
2125	9.0000	0.5494	0.5289
2126	16.0000	0.9767	0.9402
2127	16.0000	0.9767	0.9402
2128	13.0000	0.7936	0.7639
2129	17.0000	1.0377	0.9989
2130	17.0000	1.0377	0.9989
2131	12.0000	0.7325	0.7051
2132	16.0000	0.9767	0.9402
2133	15.0000	0.9156	0.8814
2134	15.0000	0.9156	0.8814
2135	16.0000	0.9767	0.9402
2136	14.0000	0.8546	0.8227
2137	21.0000	1.2819	1.2340
2138	19.0000	1.1598	1.1165
2139	14.0000	0.8546	0.8227
2140	15.0000	0.9156	0.8814
2141	16.0000	0.9767	0.9402
2142	17.0000	1.0377	0.9989
2143	17.0000	1.0377	0.9989
2144	14.0000	0.8546	0.8227
2145	14.0000	0.8546	0.8227
2146	16.0000	0.9767	0.9402
2147	13.0000	0.7936	0.7639
2148	18.0000	1.0988	1.0577
2149	17.0000	1.0377	0.9989
2150	17.0000	1.0377	0.9989
2151	15.0000	0.9156	0.8814
2152	19.0000	1.1598	1.1165
2153	13.0000	0.7936	0.7639
2154	15.0000	0.9156	0.8814
2155	15.0000	0.9156	0.8814
2156	14.0000	0.8546	0.8227
2157	19.0000	1.1598	1.1165
2158	17.0000	1.0377	0.9989
2159	18.0000	1.0988	1.0577
2160	17.0000	1.0377	0.9989
2161	16.0000	0.9767	0.9402
2162	17.0000	1.0377	0.9989
2163	16.0000	0.9767	0.9402
2164	16.0000	0.9767	0.9402
2165	16.0000	0.9767	0.9402
2166	15.0000	0.9156	0.8814
2167	14.0000	0.8546	0.8227
2168	15.0000	0.9156	0.8814
2169	15.0000	0.9156	0.8814
2170	18.0000	1.0988	1.0577
2171	15.0000	0.9156	0.8814
2172	14.0000	0.8546	0.8227
2173	9.0000	0.5494	0.5289
2174	17.0000	1.0377	0.9989
2175	19.0000	1.1598	1.1165
2176	18.0000	1.0988	1.0577
2177	17.0000	1.0377	0.9989
2178	16.0000	0.9767	0.9402
2179	17.0000	1.0377	0.9989
2180	17.0000	1.0377	0.9989
2181	18.0000	1.0988	1.0577
2182	15.0000	0.9156	0.8814
2183	16.0000	0.9767	0.9402
2184	17.0000	1.0377	0.9989
2185	12.0000	0.7325	0.7051
2186	14.0000	0.8546	0.8227
2187	16.0000	0.9767	0.9402
2188	17.0000	1.0377	0.9989
2189	18.0000	1.0988	1.0577
2190	13.0000	0.7936	0.7639
2191	12.0000	0.7325	0.7051
2192	10.0000	0.6104	0.5876
2193	9.0000	0.5494	0.5289
2194	16.0000	0.9767	0.9402
2195	17.0000	1.0377	0.9989
2196	18.0000	1.0988	1.0577
2197	14.0000	0.8546	0.8227
2198	18.0000	1.0988	1.0577
2199	18.0000	1.0988	1.0577
2200	18.0000	1.0988	1.0577
2201	14.0000	0.8546	0.8227
2202	16.0000	0.9767	0.9402
2203	16.0000	0.9767	0.9402
2204	22.0000	1.3429	1.2927
2205	19.0000	1.1598	1.1165
2206	14.0000	0.8546	0.8227
2207	10.0000	0.6104	0.5876
2208	11.0000	0.6715	0.6464
2209	16.0000	0.9767	0.9402
2210	17.0000	1.0377	0.9989
2211	15.0000	0.9156	0.8814
2212	15.0000	0.9156	0.8814
2213	14.0000	0.8546	0.8227
2214	18.0000	1.0988	1.0577
2215	17.0000	1.0377	0.9989
2216	17.0000	1.0377	0.9989
2217	14.0000	0.8546	0.8227
2218	12.0000	0.7325	0.7051
2219	13.0000	0.7936	0.7639
2220	17.0000	1.0377	0.9989
2221	18.0000	1.0988	1.0577
2222	15.0000	0.9156	0.8814
2223	18.0000	1.0988	1.0577
2224	18.0000	1.0988	1.0577
2225	14.0000	0.8546	0.8227
2226	12.0000	0.7325	0.7051
2227	16.0000	0.9767	0.9402
2228	18.0000	1.0988	1.0577
2229	17.0000	1.0377	0.9989
2230	12.0000	0.7325	0.7051
2231	14.0000	0.8546	0.8227
2232	12.0000	0.7325	0.7051
2233	16.0000	0.9767	0.9402
2234	16.0000	0.9767	0.9402
2235	11.0000	0.6715	0.6464
2236	15.0000	0.9156	0.8814
2237	12.0000	0.7325	0.7051
2238	14.0000	0.8546	0.8227
2239	12.0000	0.7325	0.7051
2240	15.0000	0.9156	0.8814
2241	14.0000	0.8546	0.8227
2242	18.0000	1.0988	1.0577
2243	18.0000	1.0988	1.0577
2244	15.0000	0.9156	0.8814
2245	17.0000	1.0377	0.9989
2246	12.0000	0.7325	0.7051
2247	18.0000	1.0988	1.0577
2248	18.0000	1.0988	1.0577
2249	10.0000	0.6104	0.5876
2250	17.0000	1.0377	0.9989
2251	18.0000	1.0988	1.0577
2252	12.0000	0.7325	0.7051
2253	14.0000	0.8546	0.8227
2254	16.0000	0.9767	0.9402
2255	11.0000	0.6715	0.6464
2256	16.0000	0.9767	0.9402
2257	10.0000	0.6104	0.5876
2258	12.0000	0.7325	0.7051
2259	9.0000	0.5494	0.5289
2260	16.0000	0.9767	0.9402
2261	17.0000	1.0377	0.9989
2262	17.0000	1.0377	0.9989
2263	12.0000	0.7325	0.7051
2264	16.0000	0.9767	0.9402
2265	18.0000	1.0988	1.0577
2266	15.0000	0.9156	0.8814
2267	14.0000	0.8546	0.8227
2268	16.0000	0.9767	0.9402
2269	18.0000	1.0988	1.0577
2270	10.0000	0.6104	0.5876
2271	18.0000	1.0988	1.0577
2272	15.0000	0.9156	0.8814
2273	12.0000	0.7325	0.7051
2274	16.0000	0.9767	0.9402
2275	16.0000	0.9767	0.9402
2276	18.0000	1.0988	1.0577
2277	15.0000	0.9156	0.8814
2278	17.0000	1.0377	0.9989
2279	15.0000	0.9156	0.8814
2280	16.0000	0.9767	0.9402
2281	18.0000	1.0988	1.0577
2282	6.0000	0.3663	0.3526
2283	19.0000	1.1598	1.1165
2284	12.0000	0.7325	0.7051
2285	16.0000	0.9767	0.9402
2286	18.0000	1.0988	1.0577
2287	13.0000	0.7936	0.7639
2288	16.0000	0.9767	0.9402
2289	18.0000	1.0988	1.0577
2290	21.0000	1.2819	1.2340
2291	14.0000	0.8546	0.8227
2292	16.0000	0.9767	0.9402
2293	21.0000	1.2819	1.2340
2294	14.0000	0.8546	0.8227
2295	16.0000	0.9767	0.9402
2296	11.0000	0.6715	0.6464
2297	14.0000	0.8546	0.8227
2298	15.0000	0.9156	0.8814
2299	14.0000	0.8546	0.8227
2300	16.0000	0.9767	0.9402
2301	17.0000	1.0377	0.9989
2302	17.0000	1.0377	0.9989
2303	15.0000	0.9156	0.8814
2304	18.0000	1.0988	1.0577
2305	15.0000	0.9156	0.8814
2306	17.0000	1.0377	0.9989
2307	15.0000	0.9156	0.8814
2308	12.0000	0.7325	0.7051
2309	20.0000	1.2209	1.1752
2310	17.0000	1.0377	0.9989
2311	19.0000	1.1598	1.1165
2312	10.0000	0.6104	0.5876
2313	14.0000	0.8546	0.8227
2314	15.0000	0.9156	0.8814
2315	16.0000	0.9767	0.9402
2316	21.0000	1.2819	1.2340
2317	18.0000	1.0988	1.0577
2318	14.0000	0.8546	0.8227
2319	21.0000	1.2819	1.2340
2320	19.0000	1.1598	1.1165
2321	16.0000	0.9767	0.9402
2322	15.0000	0.9156	0.8814
2323	16.0000	0.9767	0.9402
2324	18.0000	1.0988	1.0577
2325	24.0000	1.4650	1.4103
2326	16.0000	0.9767	0.9402
2327	17.0000	1.0377	0.9989
2328	18.0000	1.0988	1.0577
2329	14.0000	0.8546	0.8227
2330	16.0000	0.9767	0.9402
2331	18.0000	1.0988	1.0577
2332	17.0000	1.0377	0.9989
2333	16.0000	0.9767	0.9402
2334	18.0000	1.0988	1.0577
2335	18.0000	1.0988	1.0577
2336	16.0000	0.9767	0.9402
2337	14.0000	0.8546	0.8227
2338	13.0000	0.7936	0.7639
2339	16.0000	0.9767	0.9402
2340	11.0000	0.6715	0.6464
2341	11.0000	0.6715	0.6464
2342	17.0000	1.0377	0.9989
2343	14.0000	0.8546	0.8227
2344	18.0000	1.0988	1.0577
2345	10.0000	0.6104	0.5876
2346	14.0000	0.8546	0.8227
2347	16.0000	0.9767	0.9402
2348	15.0000	0.9156	0.8814
2349	13.0000	0.7936	0.7639
2350	14.0000	0.8546	0.8227
2351	16.0000	0.9767	0.9402
2352	18.0000	1.0988	1.0577
2353	12.0000	0.7325	0.7051
2354	17.0000	1.0377	0.9989
2355	16.0000	0.9767	0.9402
2356	19.0000	1.1598	1.1165
2357	18.0000	1.0988	1.0577
2358	17.0000	1.0377	0.9989
2359	17.0000	1.0377	0.9989
2360	19.0000	1.1598	1.1165
2361	16.0000	0.9767	0.9402
2362	19.0000	1.1598	1.1165
2363	17.0000	1.0377	0.9989
2364	14.0000	0.8546	0.8227
2365	16.0000	0.9767	0.9402
2366	17.0000	1.0377	0.9989
2367	15.0000	0.9156	0.8814
2368	17.0000	1.0377	0.9989
2369	16.0000	0.9767	0.9402
2370	14.0000	0.8546	0.8227
2371	16.0000	0.9767	0.9402
2372	12.0000	0.7325	0.7051
2373	12.0000	0.7325	0.7051
2374	19.0000	1.1598	1.1165
2375	18.0000	1.0988	1.0577
2376	20.0000	1.2209	1.1752
2377	14.0000	0.8546	0.8227
2378	17.0000	1.0377	0.9989
2379	16.0000	0.9767	0.9402
2380	16.0000	0.9767	0.9402
2381	18.0000	1.0988	1.0577
2382	18.0000	1.0988	1.0577
2383	13.0000	0.7936	0.7639
2384	12.0000	0.7325	0.7051
2385	18.0000	1.0988	1.0577
2386	18.0000	1.0988	1.0577
2387	8.0000	0.4883	0.4701
2388	14.0000	0.8546	0.8227
2389	21.0000	1.2819	1.2340
2390	21.0000	1.2819	1.2340
2391	17.0000	1.0377	0.9989
2392	13.0000	0.7936	0.7639
2393	16.0000	0.9767	0.9402
2394	10.0000	0.6104	0.5876
2395	18.0000	1.0988	1.0577
2396	16.0000	0.9767	0.9402
2397	17.0000	1.0377	0.9989
2398	18.0000	1.0988	1.0577
2399	19.0000	1.1598	1.1165
2400	13.0000	0.7936	0.7639
2401	19.0000	1.1598	1.1165
2402	15.0000	0.9156	0.8814
2403	15.0000	0.9156	0.8814
2404	12.0000	0.7325	0.7051
2405	17.0000	1.0377	0.9989
2406	14.0000	0.8546	0.8227
2407	16.0000	0.9767	0.9402
2408	21.0000	1.2819	1.2340
2409	12.0000	0.7325	0.7051
2410	12.0000	0.7325	0.7051
2411	12.0000	0.7325	0.7051
2412	14.0000	0.8546	0.8227
2413	16.0000	0.9767	0.9402
2414	14.0000	0.8546	0.8227
2415	17.0000	1.0377	0.9989
2416	15.0000	0.9156	0.8814
2417	18.0000	1.0988	1.0577
2418	17.0000	1.0377	0.9989
2419	14.0000	0.8546	0.8227
2420	13.0000	0.7936	0.7639
2421	18.0000	1.0988	1.0577
2422	16.0000	0.9767	0.9402
2423	13.0000	0.7936	0.7639
2424	18.0000	1.0988	1.0577
2425	16.0000	0.9767	0.9402
2426	18.0000	1.0988	1.0577
2427	11.0000	0.6715	0.6464
2428	14.0000	0.8546	0.8227
2429	12.0000	0.7325	0.7051
2430	14.0000	0.8546	0.8227
2431	18.0000	1.0988	1.0577
2432	17.0000	1.0377	0.9989
2433	15.0000	0.9156	0.8814
2434	12.0000	0.7325	0.7051
2435	13.0000	0.7936	0.7639
2436	18.0000	1.0988	1.0577
2437	10.0000	0.6104	0.5876
2438	16.0000	0.9767	0.9402
2439	11.0000	0.6715	0.6464
2440	13.0000	0.7936	0.7639
2441	16.0000	0.9767	0.9402
2442	12.0000	0.7325	0.7051
2443	17.0000	1.0377	0.9989
2444	16.0000	0.9767	0.9402
2445	16.0000	0.9767	0.9402
2446	18.0000	1.0988	1.0577
2447	16.0000	0.9767	0.9402
2448	16.0000	0.9767	0.9402
2449	11.0000	0.6715	0.6464
2450	17.0000	1.0377	0.9989
2451	22.0000	1.3429	1.2927
2452	20.0000	1.2209	1.1752
2453	18.0000	1.0988	1.0577
2454	11.0000	0.6715	0.6464
2455	14.0000	0.8546	0.8227
2456	16.0000	0.9767	0.9402
2457	16.0000	0.9767	0.9402
2458	24.0000	1.4650	1.4103
2459	12.0000	0.7325	0.7051
2460	18.0000	1.0988	1.0577
2461	14.0000	0.8546	0.8227
2462	14.0000	0.8546	0.8227
2463	14.0000	0.8546	0.8227
2464	15.0000	0.9156	0.8814
2465	14.0000	0.8546	0.8227
2466	18.0000	1.0988	1.0577
2467	19.0000	1.1598	1.1165
2468	16.0000	0.9767	0.9402
2469	11.0000	0.6715	0.6464
2470	14.0000	0.8546	0.8227
2471	12.0000	0.7325	0.7051
2472	12.0000	0.7325	0.7051
2473	14.0000	0.8546	0.8227
2474	16.0000	0.9767	0.9402
2475	15.0000	0.9156	0.8814
2476	10.0000	0.6104	0.5876
2477	22.0000	1.3429	1.2927
2478	14.0000	0.8546	0.8227
2479	15.0000	0.9156	0.8814
2480	15.0000	0.9156	0.8814
2481	17.0000	1.0377	0.9989
2482	16.0000	0.9767	0.9402
2483	12.0000	0.7325	0.7051
2484	13.0000	0.7936	0.7639
2485	16.0000	0.9767	0.9402
2486	12.0000	0.7325	0.7051
2487	14.0000	0.8546	0.8227
2488	16.0000	0.9767	0.9402
2489	19.0000	1.1598	1.1165
2490	12.0000	0.7325	0.7051
2491	17.0000	1.0377	0.9989
2492	14.0000	0.8546	0.8227
2493	18.0000	1.0988	1.0577
2494	19.0000	1.1598	1.1165
2495	10.0000	0.6104	0.5876
2496	18.0000	1.0988	1.0577
2497	9.0000	0.5494	0.5289
2498	14.0000	0.8546	0.8227
2499	9.0000	0.5494	0.5289
2500	9.0000	0.5494	0.5289
2501	16.0000	0.9767	0.9402
2502	13.0000	0.7936	0.7639
2503	17.0000	1.0377	0.9989
2504	16.0000	0.9767	0.9402
2505	19.0000	1.1598	1.1165
2506	18.0000	1.0988	1.0577
2507	16.0000	0.9767	0.9402
2508	20.0000	1.2209	1.1752
2509	15.0000	0.9156	0.8814
2510	15.0000	0.9156	0.8814
2511	18.0000	1.0988	1.0577
2512	18.0000	1.0988	1.0577
2513	16.0000	0.9767	0.9402
2514	18.0000	1.0988	1.0577
2515	8.0000	0.4883	0.4701
2516	16.0000	0.9767	0.9402
2517	19.0000	1.1598	1.1165
2518	17.0000	1.0377	0.9989
2519	16.0000	0.9767	0.9402
2520	17.0000	1.0377	0.9989
2521	15.0000	0.9156	0.8814
2522	15.0000	0.9156	0.8814
2523	14.0000	0.8546	0.8227
2524	16.0000	0.9767	0.9402
2525	17.0000	1.0377	0.9989
2526	14.0000	0.8546	0.8227
2527	16.0000	0.9767	0.9402
2528	18.0000	1.0988	1.0577
2529	14.0000	0.8546	0.8227
2530	18.0000	1.0988	1.0577
2531	13.0000	0.7936	0.7639
2532	15.0000	0.9156	0.8814
2533	16.0000	0.9767	0.9402
2534	16.0000	0.9767	0.9402
2535	18.0000	1.0988	1.0577
2536	16.0000	0.9767	0.9402
2537	12.0000	0.7325	0.7051
2538	11.0000	0.6715	0.6464
2539	13.0000	0.7936	0.7639
2540	18.0000	1.0988	1.0577
2541	13.0000	0.7936	0.7639
2542	16.0000	0.9767	0.9402
2543	16.0000	0.9767	0.9402
2544	16.0000	0.9767	0.9402
2545	16.0000	0.9767	0.9402
2546	14.0000	0.8546	0.8227
2547	17.0000	1.0377	0.9989
2548	16.0000	0.9767	0.9402
2549	18.0000	1.0988	1.0577
2550	18.0000	1.0988	1.0577
2551	17.0000	1.0377	0.9989
2552	10.0000	0.6104	0.5876
2553	19.0000	1.1598	1.1165
2554	17.0000	1.0377	0.9989
2555	19.0000	1.1598	1.1165
2556	21.0000	1.2819	1.2340
2557	15.0000	0.9156	0.8814
2558	18.0000	1.0988	1.0577
2559	15.0000	0.9156	0.8814
2560	8.0000	0.4883	0.4701
2561	10.0000	0.6104	0.5876
2562	16.0000	0.9767	0.9402
2563	18.0000	1.0988	1.0577
2564	16.0000	0.9767	0.9402
2565	17.0000	1.0377	0.9989
2566	16.0000	0.9767	0.9402
2567	14.0000	0.8546	0.8227
2568	14.0000	0.8546	0.8227
2569	17.0000	1.0377	0.9989
2570	16.0000	0.9767	0.9402
2571	21.0000	1.2819	1.2340
2572	18.0000	1.0988	1.0577
2573	12.0000	0.7325	0.7051
2574	22.0000	1.3429	1.2927
2575	18.0000	1.0988	1.0577
2576	18.0000	1.0988	1.0577
2577	17.0000	1.0377	0.9989
2578	17.0000	1.0377	0.9989
2579	10.0000	0.6104	0.5876
2580	16.0000	0.9767	0.9402
2581	17.0000	1.0377	0.9989
2582	14.0000	0.8546	0.8227
2583	14.0000	0.8546	0.8227
2584	14.0000	0.8546	0.8227
2585	17.0000	1.0377	0.9989
2586	17.0000	1.0377	0.9989
2587	16.0000	0.9767	0.9402
2588	14.0000	0.8546	0.8227
2589	16.0000	0.9767	0.9402
2590	22.0000	1.3429	1.2927
2591	13.0000	0.7936	0.7639
2592	14.0000	0.8546	0.8227
2593	19.0000	1.1598	1.1165
2594	16.0000	0.9767	0.9402
2595	16.0000	0.9767	0.9402
2596	19.0000	1.1598	1.1165
2597	14.0000	0.8546	0.8227
2598	15.0000	0.9156	0.8814
2599	18.0000	1.0988	1.0577
2600	13.0000	0.7936	0.7639
2601	18.0000	1.0988	1.0577
2602	12.0000	0.7325	0.7051
2603	11.0000	0.6715	0.6464
2604	17.0000	1.0377	0.9989
2605	13.0000	0.7936	0.7639
2606	15.0000	0.9156	0.8814
2607	16.0000	0.9767	0.9402
2608	16.0000	0.9767	0.9402
2609	21.0000	1.2819	1.2340
2610	17.0000	1.0377	0.9989
2611	16.0000	0.9767	0.9402
2612	16.0000	0.9767	0.9402
2613	17.0000	1.0377	0.9989
2614	15.0000	0.9156	0.8814
2615	20.0000	1.2209	1.1752
2616	12.0000	0.7325	0.7051
2617	16.0000	0.9767	0.9402
2618	11.0000	0.6715	0.6464
2619	15.0000	0.9156	0.8814
2620	14.0000	0.8546	0.8227
2621	14.0000	0.8546	0.8227
2622	19.0000	1.1598	1.1165
2623	12.0000	0.7325	0.7051
2624	16.0000	0.9767	0.9402
2625	14.0000	0.8546	0.8227
2626	15.0000	0.9156	0.8814
2627	16.0000	0.9767	0.9402
2628	15.0000	0.9156	0.8814
2629	16.0000	0.9767	0.9402
2630	15.0000	0.9156	0.8814
2631	14.0000	0.8546	0.8227
2632	13.0000	0.7936	0.7639
2633	13.0000	0.7936	0.7639
2634	14.0000	0.8546	0.8227
2635	16.0000	0.9767	0.9402
2636	15.0000	0.9156	0.8814
2637	20.0000	1.2209	1.1752
2638	16.0000	0.9767	0.9402
2639	12.0000	0.7325	0.7051
2640	18.0000	1.0988	1.0577
2641	15.0000	0.9156	0.8814
2642	18.0000	1.0988	1.0577
2643	17.0000	1.0377	0.9989
2644	21.0000	1.2819	1.2340
2645	16.0000	0.9767	0.9402
2646	15.0000	0.9156	0.8814
2647	18.0000	1.0988	1.0577
2648	16.0000	0.9767	0.9402
2649	17.0000	1.0377	0.9989
2650	17.0000	1.0377	0.9989
2651	17.0000	1.0377	0.9989
2652	14.0000	0.8546	0.8227
2653	18.0000	1.0988	1.0577
2654	21.0000	1.2819	1.2340
2655	16.0000	0.9767	0.9402
2656	17.0000	1.0377	0.9989
2657	12.0000	0.7325	0.7051
2658	19.0000	1.1598	1.1165
2659	14.0000	0.8546	0.8227
2660	19.0000	1.1598	1.1165
2661	15.0000	0.9156	0.8814
2662	12.0000	0.7325	0.7051
2663	15.0000	0.9156	0.8814
2664	19.0000	1.1598	1.1165
2665	13.0000	0.7936	0.7639
2666	17.0000	1.0377	0.9989
2667	11.0000	0.6715	0.6464
2668	17.0000	1.0377	0.9989
2669	19.0000	1.1598	1.1165
2670	18.0000	1.0988	1.0577
2671	16.0000	0.9767	0.9402
2672	14.0000	0.8546	0.8227
2673	15.0000	0.9156	0.8814
2674	14.0000	0.8546	0.8227
2675	16.0000	0.9767	0.9402
2676	14.0000	0.8546	0.8227
2677	13.0000	0.7936	0.7639
2678	18.0000	1.0988	1.0577
2679	16.0000	0.9767	0.9402
2680	17.0000	1.0377	0.9989
2681	17.0000	1.0377	0.9989
2682	14.0000	0.8546	0.8227
2683	16.0000	0.9767	0.9402
2684	16.0000	0.9767	0.9402
2685	12.0000	0.7325	0.7051
2686	14.0000	0.8546	0.8227
2687	16.0000	0.9767	0.9402
2688	19.0000	1.1598	1.1165
2689	17.0000	1.0377	0.9989
2690	13.0000	0.7936	0.7639
2691	16.0000	0.9767	0.9402
2692	15.0000	0.9156	0.8814
2693	16.0000	0.9767	0.9402
2694	16.0000	0.9767	0.9402
2695	17.0000	1.0377	0.9989
2696	17.0000	1.0377	0.9989
2697	19.0000	1.1598	1.1165
2698	16.0000	0.9767	0.9402
2699	10.0000	0.6104	0.5876
2700	18.0000	1.0988	1.0577
2701	15.0000	0.9156	0.8814
2702	16.0000	0.9767	0.9402
2703	14.0000	0.8546	0.8227
2704	15.0000	0.9156	0.8814
2705	11.0000	0.6715	0.6464
2706	20.0000	1.2209	1.1752
2707	18.0000	1.0988	1.0577
2708	18.0000	1.0988	1.0577
2709	18.0000	1.0988	1.0577
2710	17.0000	1.0377	0.9989
2711	18.0000	1.0988	1.0577
2712	17.0000	1.0377	0.9989
2713	18.0000	1.0988	1.0577
2714	15.0000	0.9156	0.8814
2715	17.0000	1.0377	0.9989
2716	16.0000	0.9767	0.9402
2717	14.0000	0.8546	0.8227
2718	16.0000	0.9767	0.9402
2719	12.0000	0.7325	0.7051
2720	8.0000	0.4883	0.4701
2721	21.0000	1.2819	1.2340
2722	17.0000	1.0377	0.9989
2723	15.0000	0.9156	0.8814
2724	16.0000	0.9767	0.9402
2725	17.0000	1.0377	0.9989
2726	13.0000	0.7936	0.7639
2727	17.0000	1.0377	0.9989
2728	14.0000	0.8546	0.8227
2729	8.0000	0.4883	0.4701
2730	17.0000	1.0377	0.9989
2731	18.0000	1.0988	1.0577
2732	18.0000	1.0988	1.0577
2733	14.0000	0.8546	0.8227
2734	14.0000	0.8546	0.8227
2735	16.0000	0.9767	0.9402
2736	16.0000	0.9767	0.9402
2737	12.0000	0.7325	0.7051
2738	16.0000	0.9767	0.9402
2739	15.0000	0.9156	0.8814
2740	16.0000	0.9767	0.9402
2741	8.0000	0.4883	0.4701
2742	15.0000	0.9156	0.8814
2743	14.0000	0.8546	0.8227
2744	19.0000	1.1598	1.1165
2745	13.0000	0.7936	0.7639
2746	13.0000	0.7936	0.7639
2747	14.0000	0.8546	0.8227
2748	15.0000	0.9156	0.8814
2749	12.0000	0.7325	0.7051
2750	17.0000	1.0377	0.9989
2751	11.0000	0.6715	0.6464
2752	15.0000	0.9156	0.8814
2753	14.0000	0.8546	0.8227
2754	21.0000	1.2819	1.2340
2755	14.0000	0.8546	0.8227
2756	12.0000	0.7325	0.7051
2757	14.0000	0.8546	0.8227
2758	14.0000	0.8546	0.8227
2759	15.0000	0.9156	0.8814
2760	18.0000	1.0988	1.0577
2761	16.0000	0.9767	0.9402
2762	16.0000	0.9767	0.9402
2763	16.0000	0.9767	0.9402
2764	23.0000	1.4040	1.3515
2765	18.0000	1.0988	1.0577
2766	12.0000	0.7325	0.7051
2767	17.0000	1.0377	0.9989
2768	15.0000	0.9156	0.8814
2769	13.0000	0.7936	0.7639
2770	18.0000	1.0988	1.0577
2771	18.0000	1.0988	1.0577
2772	16.0000	0.9767	0.9402
2773	16.0000	0.9767	0.9402
2774	12.0000	0.7325	0.7051
2775	19.0000	1.1598	1.1165
2776	16.0000	0.9767	0.9402
2777	18.0000	1.0988	1.0577
2778	17.0000	1.0377	0.9989
2779	16.0000	0.9767	0.9402
2780	16.0000	0.9767	0.9402
2781	16.0000	0.9767	0.9402
2782	14.0000	0.8546	0.8227
2783	15.0000	0.9156	0.8814
2784	16.0000	0.9767	0.9402
2785	14.0000	0.8546	0.8227
2786	12.0000	0.7325	0.7051
2787	16.0000	0.9767	0.9402
2788	14.0000	0.8546	0.8227
2789	19.0000	1.1598	1.1165
2790	14.0000	0.8546	0.8227
2791	16.0000	0.9767	0.9402
2792	16.0000	0.9767	0.9402
2793	18.0000	1.0988	1.0577
2794	19.0000	1.1598	1.1165
2795	17.0000	1.0377	0.9989
2796	14.0000	0.8546	0.8227
2797	16.0000	0.9767	0.9402
2798	15.0000	0.9156	0.8814
2799	14.0000	0.8546	0.8227
2800	14.0000	0.8546	0.8227
2801	15.0000	0.9156	0.8814
2802	16.0000	0.9767	0.9402
2803	8.0000	0.4883	0.4701
2804	18.0000	1.0988	1.0577
2805	17.0000	1.0377	0.9989
2806	16.0000	0.9767	0.9402
2807	13.0000	0.7936	0.7639
2808	18.0000	1.0988	1.0577
2809	14.0000	0.8546	0.8227
2810	18.0000	1.0988	1.0577
2811	16.0000	0.9767	0.9402
2812	16.0000	0.9767	0.9402
2813	11.0000	0.6715	0.6464
2814	16.0000	0.9767	0.9402
2815	16.0000	0.9767	0.9402
2816	14.0000	0.8546	0.8227
2817	14.0000	0.8546	0.8227
2818	18.0000	1.0988	1.0577
2819	16.0000	0.9767	0.9402
2820	10.0000	0.6104	0.5876
2821	18.0000	1.0988	1.0577
2822	17.0000	1.0377	0.9989
